Date,00:00,01:00,02:00,03:00,04:00,05:00,06:00,07:00,08:00,09:00,10:00,11:00,12:00,13:00,14:00,15:00,16:00,17:00,18:00,19:00,20:00,21:00,22:00,23:00
2016-01-01,0.3,0.3,0.3,0.3,0.3,0.3,,,1,2,,4,3,2,7,,3,,5,3,1,1,,
2016-01-02,,,,,,,2,2,2,3,1,5,4,3,5,5,8,9,6,3,4,4,5,
2016-01-03,0.3,0.3,0.3,0.3,0.3,0.3,,2,2,2,8,3,5,3,2,5,4,5,10,1,7,2,4,1
2016-01-04,0.5,0.5,0.5,0.5,0.5,0.5,,2,11,3,10,18,19,4,13,29,47,86,25,20,12,8,5,2
2016-01-05,0.8,0.8,0.8,0.8,0.8,0.8,3,3,9,6,7,12,11,12,14,22,38,71,39,38,13,4,5,4
2016-01-06,0.5,0.5,0.5,0.5,0.5,0.5,1,2,9,8,6,8,14,21,9,23,53,79,44,23,11,5,3,5
2016-01-07,,,,,,,,3,12,7,8,17,21,20,22,22,45,60,34,19,16,6,2,7
2016-01-08,0.5,0.5,0.5,0.5,0.5,0.5,,4,11,11,13,17,20,12,13,25,38,69,36,30,11,8,7,3
2016-01-09,0.3,0.3,0.3,0.3,0.3,0.3,,2,3,6,4,11,7,5,11,17,10,11,7,10,11,2,2,1
2016-01-10,1.2,1.2,1.2,1.2,1.2,1.2,,1,4,2,10,6,9,9,8,10,8,5,11,10,5,2,3,2
2016-01-11,0.7,0.7,0.7,0.7,0.7,0.7,,3,16,8,10,18,28,21,25,30,50,111,59,22,17,9,10,2
2016-01-12,0.3,0.3,0.3,0.3,0.3,0.3,1,3,14,15,11,16,22,25,16,20,55,99,71,31,18,5,7,5
2016-01-13,0.2,0.2,0.2,0.2,0.2,0.2,2,5,20,14,17,13,31,27,19,33,48,104,46,31,19,6,2,4
2016-01-14,0.5,0.5,0.5,0.5,0.5,0.5,,4,10,10,15,8,19,19,14,23,51,81,63,21,20,10,5,4
2016-01-15,0.5,0.5,0.5,0.5,0.5,0.5,1,2,13,7,11,15,16,22,25,22,60,69,52,16,13,11,8,4
2016-01-16,0.5,0.5,0.5,0.5,0.5,0.5,2,2,,2,6,6,4,16,14,20,17,8,4,5,7,3,1,1
2016-01-17,0.8,0.8,0.8,0.8,0.8,0.8,,1,2,7,4,8,7,6,7,10,8,9,13,9,5,2,5,1
2016-01-18,0.3,0.3,0.3,0.3,0.3,0.3,,2,12,8,9,19,23,12,23,35,48,99,56,37,21,15,7,2
