Date,00:00,01:00,02:00,03:00,04:00,05:00,06:00,07:00,08:00,09:00,10:00,11:00,12:00,13:00,14:00,15:00,16:00,17:00,18:00,19:00,20:00,21:00,22:00,23:00
2016-01-01,,,,,,,,,1,1,,5,7,4,4,,4,1,4,2,,1,,
2016-01-02,,,,,,,,,5,7,9,3,5,7,3,3,3,,4,,3,2,,
2016-01-03,,,,,,,,,5,14,18,12,2,2,2,,5,2,4,,,2,2,
2016-01-04,1.2,1.2,1.2,1.2,1.2,1.2,6,19,77,46,29,21,13,13,8,10,5,12,3,4,5,2,1,
2016-01-05,1.0,1.0,1.0,1.0,1.0,1.0,8,18,80,36,24,17,12,16,6,13,6,10,7,4,5,3,2,
2016-01-06,1.2,1.2,1.2,1.2,1.2,1.2,5,18,59,48,24,11,10,23,17,13,10,15,7,3,7,2,1,1
2016-01-07,1.0,1.0,1.0,1.0,1.0,1.0,3,14,75,40,26,8,11,14,11,3,12,17,5,5,1,,1,
2016-01-08,1.0,1.0,1.0,1.0,1.0,1.0,8,14,66,33,20,13,12,23,16,12,7,16,2,6,1,1,,
2016-01-09,0.2,0.2,0.2,0.2,0.2,0.2,1,2,33,7,7,8,8,10,6,8,10,10,2,1,1,1,1,
2016-01-10,,,,,,,1,1,4,7,12,12,7,8,16,11,8,6,2,2,1,,,
2016-01-11,1.3,1.3,1.3,1.3,1.3,1.3,6,16,105,62,43,24,39,29,21,20,16,2,10,6,6,1,4,
2016-01-12,1.5,1.5,1.5,1.5,1.5,1.5,5,17,109,62,28,27,26,36,29,31,8,12,12,5,6,1,2,
2016-01-13,1.2,1.2,1.2,1.2,1.2,1.2,3,13,77,81,44,28,10,21,15,19,16,13,15,11,5,1,,2
2016-01-14,1.5,1.5,1.5,1.5,1.5,1.5,3,13,84,56,31,27,10,22,15,6,13,7,7,8,3,,,1
2016-01-15,1.2,1.2,1.2,1.2,1.2,1.2,3,12,75,53,35,28,14,19,13,11,10,9,11,7,2,1,,
2016-01-16,,,,,,,1,1,9,9,14,1,9,8,9,5,4,5,2,,1,2,,2
2016-01-17,0.2,0.2,0.2,0.2,0.2,0.2,1,1,8,11,15,7,8,10,10,8,9,2,4,5,1,5,1,
2016-01-18,1.7,1.7,1.7,1.7,1.7,1.7,5,14,102,68,41,25,33,25,28,21,21,11,6,11,11,1,2,
2016-01-19,1.5,1.5,1.5,1.5,1.5,1.5,4,21,107,73,43,23,26,28,13,10,17,6,22,7,5,3,1,
2016-01-20,1.2,1.2,1.2,1.2,1.2,1.2,1,18,85,72,39,20,16,17,12,11,11,18,14,7,3,2,,1
2016-01-21,1.0,1.0,1.0,1.0,1.0,1.0,,14,83,54,31,30,16,25,12,12,15,11,14,8,2,,,1
2016-01-22,1.5,1.5,1.5,1.5,1.5,1.5,3,16,62,54,38,19,20,14,12,15,16,13,8,15,3,,1,
2016-01-23,0.2,0.2,0.2,0.2,0.2,0.2,1,1,9,9,12,11,12,10,6,14,8,4,4,4,4,,1,1
2016-01-24,,,,,,,1,,5,8,8,8,5,11,9,8,7,8,5,2,2,1,,
2016-01-25,1.2,1.2,1.2,1.2,1.2,1.2,5,15,121,64,40,24,26,33,20,19,28,13,5,8,7,1,,
2016-01-26,1.5,1.5,1.5,1.5,1.5,1.5,5,11,93,72,36,24,26,38,14,22,11,18,9,8,1,2,1,
2016-01-27,1.3,1.3,1.3,1.3,1.3,1.3,5,16,107,68,42,18,18,15,9,14,14,12,11,8,4,4,4,
2016-01-28,1.3,1.3,1.3,1.3,1.3,1.3,4,15,91,72,39,23,18,23,22,13,18,11,9,7,6,2,1,
2016-01-29,1.2,1.2,1.2,1.2,1.2,1.2,6,13,73,64,38,29,13,17,20,17,11,7,13,8,4,5,1,
2016-01-30,,,,,,,,2,13,8,10,12,10,4,8,3,7,3,1,3,4,,1,
2016-01-31,,,,,,,,2,8,7,15,5,6,8,7,8,8,6,1,3,1,2,,
2016-02-01,1.2,1.2,1.2,1.2,1.2,1.2,6,21,98,61,46,26,22,21,18,7,16,11,8,4,7,2,2,
2016-02-02,1.7,1.7,1.7,1.7,1.7,1.7,3,21,94,51,44,25,30,27,11,21,18,6,12,10,4,2,3,
2016-02-03,1.3,1.3,1.3,1.3,1.3,1.3,5,16,88,56,41,23,19,11,10,12,12,15,11,3,6,2,1,1
2016-02-04,1.0,1.0,1.0,1.0,1.0,1.0,4,15,94,54,33,23,28,18,23,16,12,4,5,5,6,3,1,
2016-02-05,1.2,1.2,1.2,1.2,1.2,1.2,7,19,84,49,51,33,19,20,21,18,10,10,4,10,1,1,,
