Date,00:00,01:00,02:00,03:00,04:00,05:00,06:00,07:00,08:00,09:00,10:00,11:00,12:00,13:00,14:00,15:00,16:00,17:00,18:00,19:00,20:00,21:00,22:00,23:00
2016-01-01,,,,,,,,,,,,1,1,,,,,,,,,,,
2016-01-02,,,,,,,,,,1,1,1,2,3,,1,,2,,,,1,,
2016-01-03,,,,,,,,,,1,2,5,2,,,1,,,,,,,,
2016-01-04,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-05,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-06,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-07,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-08,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-09,,,,,,,,,1,,,,,,,,,,,,,,,
2016-01-10,,,,,,,,,,,1,,,,,,,,,,,,,
2016-01-11,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-12,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-13,,,,,,,,1,4,2,1,,7,4,6,4,5,14,4,,1,,,
2016-01-14,,,,,,,1,2,12,8,2,5,2,3,2,3,10,16,8,6,5,2,1,2
2016-01-15,0.2,0.2,0.2,0.2,0.2,0.2,4,9,18,9,9,9,8,12,13,12,30,22,5,5,2,5,2,
2016-01-16,0.2,0.2,0.2,0.2,0.2,0.2,,,2,5,6,10,9,12,9,9,18,8,3,2,2,4,,5
2016-01-17,0.3,0.3,0.3,0.3,0.3,0.3,,,2,2,7,8,16,8,17,7,5,1,1,2,2,1,,6
2016-01-18,0.2,0.2,0.2,0.2,0.2,0.2,2,14,36,16,10,12,9,7,13,21,34,56,26,6,6,5,1,4
2016-01-19,0.3,0.3,0.3,0.3,0.3,0.3,2,19,46,21,8,10,10,12,13,20,36,61,19,7,6,4,1,2
2016-01-20,0.2,0.2,0.2,0.2,0.2,0.2,6,18,47,17,12,13,7,7,15,21,32,74,18,14,7,6,3,3
2016-01-21,0.7,0.7,0.7,0.7,0.7,0.7,3,17,35,18,8,9,10,7,13,16,26,52,17,7,7,2,4,
2016-01-22,0.7,0.7,0.7,0.7,0.7,0.7,6,10,39,17,7,7,12,10,9,15,26,38,14,9,7,2,3,4
2016-01-23,0.2,0.2,0.2,0.2,0.2,0.2,,4,7,16,10,18,18,16,18,15,9,7,4,3,2,2,1,2
2016-01-24,0.3,0.3,0.3,0.3,0.3,0.3,,3,3,10,5,13,10,11,14,18,13,3,3,6,,,1,
2016-01-25,0.3,0.3,0.3,0.3,0.3,0.3,5,15,42,21,15,11,12,11,16,27,36,53,17,6,4,2,6,3
2016-01-26,0.3,0.3,0.3,0.3,0.3,0.3,4,13,40,13,10,13,12,12,11,15,21,48,18,7,10,4,4,1
2016-01-27,0.3,0.3,0.3,0.3,0.3,0.3,2,17,34,13,15,6,6,8,15,29,27,40,15,12,2,2,2,8
2016-01-28,0.7,0.7,0.7,0.7,0.7,0.7,3,21,54,22,7,11,17,5,11,20,33,53,18,16,7,4,3,5
2016-01-29,1.0,1.0,1.0,1.0,1.0,1.0,3,16,41,17,12,11,15,13,18,15,22,47,14,10,6,1,3,1
2016-01-30,1.0,1.0,1.0,1.0,1.0,1.0,1,3,7,6,7,7,9,6,5,7,7,5,2,4,1,4,4,1
2016-01-31,0.5,0.5,0.5,0.5,0.5,0.5,1,,2,7,7,14,8,10,3,7,11,3,5,3,2,,2,3
2016-02-01,0.2,0.2,0.2,0.2,0.2,0.2,5,15,33,19,5,9,13,5,12,20,20,35,23,7,8,7,5,1
2016-02-02,0.3,0.3,0.3,0.3,0.3,0.3,3,17,29,16,3,11,12,8,12,13,24,40,12,9,4,2,4,1
2016-02-03,0.3,0.3,0.3,0.3,0.3,0.3,4,19,52,18,14,10,13,8,24,24,39,62,18,8,8,6,1,1
2016-02-04,0.7,0.7,0.7,0.7,0.7,0.7,3,21,54,22,7,11,17,5,11,20,33,53,18,16,7,4,3,5
2016-02-05,1.0,1.0,1.0,1.0,1.0,1.0,3,16,41,17,12,11,15,13,18,15,22,47,14,10,6,1,3,1
