Date,00:00,01:00,02:00,03:00,04:00,05:00,06:00,07:00,08:00,09:00,10:00,11:00,12:00,13:00,14:00,15:00,16:00,17:00,18:00,19:00,20:00,21:00,22:00,23:00
2016-01-01,0.3,0.3,0.3,0.3,0.3,0.3,,1,1,1,2,4,8,9,9,12,14,6,1,,1,2,,1
2016-01-02,0.2,0.2,0.2,0.2,0.2,0.2,,1,3,4,6,10,10,7,9,10,10,7,10,4,5,2,2,
2016-01-03,0.3,0.3,0.3,0.3,0.3,0.3,1,2,1,,8,9,8,11,7,9,8,5,4,,,1,1,1
2016-01-04,0.7,0.7,0.7,0.7,0.7,0.7,3,4,9,7,5,23,17,8,11,14,14,29,16,8,6,1,2,3
2016-01-05,,,,,,,4,8,8,9,17,17,12,13,17,18,19,27,13,14,7,7,4,2
2016-01-06,0.5,0.5,0.5,0.5,0.5,0.5,3,3,15,6,5,9,9,13,13,17,14,21,23,3,6,5,2,5
2016-01-07,0.2,0.2,0.2,0.2,0.2,0.2,1,7,7,7,4,3,3,8,14,16,21,24,14,16,11,4,,2
2016-01-08,0.3,0.3,0.3,0.3,0.3,0.3,1,3,5,10,10,10,15,16,14,17,22,28,12,6,5,9,4,5
2016-01-09,0.5,0.5,0.5,0.5,0.5,0.5,,2,5,7,8,11,17,16,13,16,16,8,11,3,5,2,,4
2016-01-10,0.3,0.3,0.3,0.3,0.3,0.3,,1,1,,7,9,14,18,17,15,7,8,2,4,1,1,2,6
2016-01-11,0.7,0.7,0.7,0.7,0.7,0.7,1,5,8,7,15,10,11,17,12,21,28,35,19,8,11,5,3,5
2016-01-12,0.7,0.7,0.7,0.7,0.7,0.7,2,2,9,12,11,10,9,15,17,18,30,30,14,13,9,7,2,4
2016-01-13,0.5,0.5,0.5,0.5,0.5,0.5,1,5,8,8,9,18,16,21,18,15,24,32,21,15,6,4,,2
2016-01-14,0.3,0.3,0.3,0.3,0.3,0.3,1,2,8,7,3,8,7,8,9,15,29,28,19,10,7,6,3,3
2016-01-15,0.7,0.7,0.7,0.7,0.7,0.7,1,4,8,7,10,17,18,20,15,14,30,14,16,13,8,4,1,3
2016-01-16,1.0,1.0,1.0,1.0,1.0,1.0,1,1,3,8,7,23,18,15,14,12,9,8,6,8,4,4,4,2
2016-01-17,0.2,0.2,0.2,0.2,0.2,0.2,2,1,2,2,8,11,13,13,12,11,12,6,6,1,1,2,1,3
2016-01-18,1.2,1.2,1.2,1.2,1.2,1.2,1,3,10,9,17,11,14,11,15,17,25,20,16,15,6,4,5,4
2016-01-19,0.7,0.7,0.7,0.7,0.7,0.7,1,5,7,8,9,6,12,12,17,15,22,32,16,13,12,6,4,3
