Date,00:00,01:00,02:00,03:00,04:00,05:00,06:00,07:00,08:00,09:00,10:00,11:00,12:00,13:00,14:00,15:00,16:00,17:00,18:00,19:00,20:00,21:00,22:00,23:00
2016-01-01,0.0,0.0,0.0,0.0,0.0,0.0,,,1,,2,2,3,3,,8,5,2,2,2,3,,,
2016-01-02,0.0,0.0,0.0,0.0,0.0,0.0,,2,2,4,3,3,6,1,3,2,3,7,4,4,1,1,4,1
2016-01-03,0.0,0.0,0.0,0.0,0.0,0.0,,,2,1,2,4,4,5,2,,6,3,,1,1,2,1,
2016-01-04,0.2,0.2,0.2,0.2,0.2,0.2,6,4,8,1,4,7,5,5,7,36,9,13,12,3,3,12,3,2
2016-01-05,0.2,0.2,0.2,0.2,0.2,0.2,3,7,3,6,3,1,3,4,6,42,16,25,6,7,4,11,3,1
2016-01-06,0.3,0.3,0.3,0.3,0.3,0.3,4,4,10,4,2,,1,2,14,34,10,20,7,5,1,10,6,2
2016-01-07,0.2,0.2,0.2,0.2,0.2,0.2,4,,7,1,5,2,2,2,10,38,4,15,8,5,4,8,6,2
2016-01-08,0.2,0.2,0.2,0.2,0.2,0.2,3,4,8,1,3,1,5,8,4,37,13,11,12,10,9,4,5,
2016-01-09,0.7,0.7,0.7,0.7,0.7,0.7,,3,2,,5,3,8,3,7,7,1,4,6,4,,,5,1
2016-01-10,0.2,0.2,0.2,0.2,0.2,0.2,,,,1,6,2,4,3,2,3,5,4,4,2,1,6,5,3
2016-01-11,0.2,0.2,0.2,0.2,0.2,0.2,3,1,12,,5,2,4,6,14,28,20,14,14,5,4,6,7,1
2016-01-12,0.3,0.3,0.3,0.3,0.3,0.3,3,4,13,3,4,5,1,2,13,26,9,14,6,10,6,5,8,
2016-01-13,0.0,0.0,0.0,0.0,0.0,0.0,3,3,9,6,2,3,3,3,15,32,12,20,8,6,2,4,5,2
2016-01-14,0.3,0.3,0.3,0.3,0.3,0.3,4,4,8,3,1,,3,1,19,24,8,17,10,5,4,9,5,2
2016-01-15,0.3,0.3,0.3,0.3,0.3,0.3,3,5,8,5,1,2,10,15,7,29,12,19,12,5,5,4,3,1
2016-01-16,0.7,0.7,0.7,0.7,0.7,0.7,1,1,1,,4,6,7,3,5,3,5,4,5,1,1,3,5,1
2016-01-17,0.2,0.2,0.2,0.2,0.2,0.2,,,,,1,6,2,2,3,3,1,8,3,2,2,3,3,1
2016-01-18,0.3,0.3,0.3,0.3,0.3,0.3,3,4,10,1,3,1,2,3,10,37,18,17,7,3,1,11,9,1
2016-01-19,0.2,0.2,0.2,0.2,0.2,0.2,5,3,3,6,5,4,1,6,9,32,14,19,8,9,2,9,3,
2016-01-20,0.2,0.2,0.2,0.2,0.2,0.2,5,2,4,4,2,2,4,7,9,28,20,21,10,2,3,9,5,1
2016-01-21,0.5,0.5,0.5,0.5,0.5,0.5,3,3,8,2,5,1,5,5,8,33,14,13,10,7,5,13,3,2
2016-01-22,0.2,0.2,0.2,0.2,0.2,0.2,3,4,8,2,5,2,5,9,7,33,14,14,6,7,7,6,1,2
2016-01-23,0.5,0.5,0.5,0.5,0.5,0.5,,2,4,1,6,8,9,8,9,2,6,1,3,1,1,3,2,4
2016-01-24,0.3,0.3,0.3,0.3,0.3,0.3,,4,,3,2,7,5,4,3,6,8,5,5,6,2,2,1,3
2016-01-25,0.0,0.0,0.0,0.0,0.0,0.0,3,2,12,3,1,2,7,5,14,29,16,17,12,5,6,6,3,3
2016-01-26,0.0,0.0,0.0,0.0,0.0,0.0,4,4,6,2,3,1,1,6,14,33,12,18,12,6,2,10,2,1
2016-01-27,0.2,0.2,0.2,0.2,0.2,0.2,3,2,8,4,5,1,2,4,13,29,19,19,13,5,2,7,5,2
2016-01-28,0.2,0.2,0.2,0.2,0.2,0.2,3,3,7,,2,,2,4,12,29,11,17,15,2,4,8,1,5
2016-01-29,0.7,0.7,0.7,0.7,0.7,0.7,4,4,1,2,,,6,15,5,27,7,18,10,11,3,4,1,2
2016-01-30,0.7,0.7,0.7,0.7,0.7,0.7,,3,1,1,12,3,8,,2,8,3,6,2,4,,3,1,
2016-01-31,0.3,0.3,0.3,0.3,0.3,0.3,,1,,2,1,5,5,7,2,3,9,5,4,2,,3,2,3
2016-02-01,0.0,0.0,0.0,0.0,0.0,0.0,1,2,8,2,6,1,2,4,6,23,13,17,12,2,3,8,6,1
2016-02-02,0.2,0.2,0.2,0.2,0.2,0.2,5,4,4,2,3,1,2,3,6,31,14,18,8,7,2,10,7,1
2016-02-03,0.0,0.0,0.0,0.0,0.0,0.0,4,3,6,2,3,4,4,4,9,31,9,25,11,5,4,7,7,1
2016-02-04,0.0,0.0,0.0,0.0,0.0,0.0,3,2,13,1,2,3,4,2,14,25,19,18,12,8,8,9,5,2
2016-02-05,0.5,0.5,0.5,0.5,0.5,0.5,3,4,10,6,3,3,4,8,7,23,10,15,12,12,4,2,1,3
2016-02-06,0.3,0.3,0.3,0.3,0.3,0.3,,2,2,2,4,5,5,2,2,3,4,2,6,2,1,2,3,1
2016-02-07,0.2,0.2,0.2,0.2,0.2,0.2,,1,,3,4,4,4,6,6,12,3,3,4,1,4,,2,1
2016-02-08,0.0,0.0,0.0,0.0,0.0,0.0,2,2,11,1,3,1,6,4,12,34,15,11,11,9,4,4,4,3
2016-02-09,0.3,0.3,0.3,0.3,0.3,0.3,3,2,6,3,2,3,6,3,13,30,16,21,9,3,3,7,3,1
2016-02-10,0.2,0.2,0.2,0.2,0.2,0.2,1,3,9,3,4,3,8,5,12,24,15,22,12,4,2,7,9,
2016-02-11,0.2,0.2,0.2,0.2,0.2,0.2,3,4,5,5,1,1,5,3,19,24,13,18,8,5,3,6,5,
2016-02-12,0.2,0.2,0.2,0.2,0.2,0.2,4,2,6,2,1,,8,16,4,34,10,20,6,9,2,4,2,2
2016-02-13,0.3,0.3,0.3,0.3,0.3,0.3,1,1,,1,2,4,1,7,6,2,3,1,6,2,1,2,2,
2016-02-14,0.2,0.2,0.2,0.2,0.2,0.2,1,1,,4,1,2,6,4,1,3,7,6,7,4,,,,3
2016-02-15,0.2,0.2,0.2,0.2,0.2,0.2,,2,1,1,,2,3,4,15,6,7,11,7,5,7,10,9,1
2016-02-16,0.0,0.0,0.0,0.0,0.0,0.0,,1,5,2,4,1,4,2,9,5,13,14,6,7,2,12,6,1
2016-02-17,0.2,0.2,0.2,0.2,0.2,0.2,5,4,3,2,3,3,4,2,14,3,12,13,6,4,5,13,7,2
2016-02-18,0.0,0.0,0.0,0.0,0.0,0.0,3,1,4,3,,5,5,7,14,3,13,18,9,3,5,13,5,1
2016-02-19,0.2,0.2,0.2,0.2,0.2,0.2,2,2,3,7,,5,5,6,10,6,6,20,8,9,3,2,5,1
2016-02-20,0.3,0.3,0.3,0.3,0.3,0.3,,2,2,,5,5,2,1,1,2,6,4,4,2,2,,3,
2016-02-21,0.5,0.5,0.5,0.5,0.5,0.5,,1,,1,3,1,1,2,3,4,2,3,3,2,2,1,1,2
2016-02-22,0.5,0.5,0.5,0.5,0.5,0.5,2,6,11,3,4,2,7,4,15,31,19,14,11,5,3,9,5,3
2016-02-23,0.3,0.3,0.3,0.3,0.3,0.3,1,4,11,2,2,4,3,7,21,38,22,23,7,6,4,13,5,1
2016-02-24,0.2,0.2,0.2,0.2,0.2,0.2,1,4,8,2,4,5,2,7,11,25,30,16,9,10,5,9,4,4
2016-02-25,0.0,0.0,0.0,0.0,0.0,0.0,1,3,5,3,2,3,5,6,16,35,16,24,10,4,3,5,3,
2016-02-26,0.2,0.2,0.2,0.2,0.2,0.2,3,6,4,1,3,,2,10,6,30,15,17,8,12,8,2,2,2
2016-02-27,0.2,0.2,0.2,0.2,0.2,0.2,1,1,,,4,7,4,2,6,6,5,5,4,1,2,6,2,4
2016-02-28,0.3,0.3,0.3,0.3,0.3,0.3,1,1,,3,6,,1,7,1,5,5,4,8,2,3,2,1,3
2016-02-29,0.2,0.2,0.2,0.2,0.2,0.2,3,5,10,3,3,3,6,5,10,37,25,20,10,6,5,9,8,2
2016-03-01,0.0,0.0,0.0,0.0,0.0,0.0,1,3,5,4,3,1,3,4,10,31,17,17,10,11,4,8,8,1
2016-03-02,0.2,0.2,0.2,0.2,0.2,0.2,4,4,7,2,6,,,2,12,28,20,18,6,7,,5,7,2
2016-03-03,0.0,0.0,0.0,0.0,0.0,0.0,1,3,9,3,4,2,2,3,12,39,18,22,9,5,4,5,8,4
2016-03-04,0.0,0.0,0.0,0.0,0.0,0.0,4,3,6,,3,3,1,8,5,26,10,12,6,7,3,5,6,3
2016-03-05,0.2,0.2,0.2,0.2,0.2,0.2,,1,2,1,5,7,6,1,2,2,8,6,4,3,3,2,2,1
