Date,00:00,01:00,02:00,03:00,04:00,05:00,06:00,07:00,08:00,09:00,10:00,11:00,12:00,13:00,14:00,15:00,16:00,17:00,18:00,19:00,20:00,21:00,22:00,23:00
2016-01-01,1.0,1.0,1.0,1.0,1.0,1.0,1,,,,2,3,1,4,1,4,3,1,2,1,1,,1,4
2016-01-02,0.0,0.0,0.0,0.0,0.0,0.0,1,1,2,7,7,4,1,3,1,3,1,1,4,3,2,2,2,1
2016-01-03,0.3,0.3,0.3,0.3,0.3,0.3,1,,,4,5,7,3,4,2,4,3,1,3,2,,1,1,1
2016-01-04,0.8,0.8,0.8,0.8,0.8,0.8,5,12,44,28,10,10,11,4,5,7,7,8,4,5,3,3,1,3
2016-01-05,1.2,1.2,1.2,1.2,1.2,1.2,3,10,51,35,14,7,10,8,3,6,5,14,8,2,5,1,2,1
2016-01-06,0.3,0.3,0.3,0.3,0.3,0.3,3,9,41,25,11,11,8,9,7,6,6,16,8,4,7,3,,
2016-01-07,1.0,1.0,1.0,1.0,1.0,1.0,3,6,42,30,12,5,8,,7,4,2,12,7,7,4,3,1,2
2016-01-08,0.5,0.5,0.5,0.5,0.5,0.5,,5,38,35,13,11,11,9,4,9,8,12,7,1,,5,,1
2016-01-09,0.5,0.5,0.5,0.5,0.5,0.5,,,10,1,3,2,7,6,4,4,8,9,6,4,3,3,1,
2016-01-10,0.5,0.5,0.5,0.5,0.5,0.5,,,4,,1,5,3,7,8,8,6,1,2,1,4,4,2,1
2016-01-11,1.2,1.2,1.2,1.2,1.2,1.2,4,5,54,47,28,13,13,12,14,16,12,15,9,4,3,3,4,2
2016-01-12,0.8,0.8,0.8,0.8,0.8,0.8,2,10,60,48,15,24,13,16,14,14,10,12,14,3,2,6,1,2
2016-01-13,0.8,0.8,0.8,0.8,0.8,0.8,6,5,41,49,21,16,15,11,10,9,8,17,12,3,3,5,,
2016-01-14,0.8,0.8,0.8,0.8,0.8,0.8,4,6,59,29,13,11,7,5,5,7,8,11,8,6,6,6,2,4
2016-01-15,1.0,1.0,1.0,1.0,1.0,1.0,5,7,53,30,21,10,9,14,8,4,9,12,3,16,1,2,4,
2016-01-16,0.7,0.7,0.7,0.7,0.7,0.7,1,2,,,5,4,9,10,9,11,3,6,4,7,2,1,1,
2016-01-17,0.7,0.7,0.7,0.7,0.7,0.7,,1,4,1,6,5,8,7,10,8,5,6,5,3,2,2,,2
2016-01-18,1.0,1.0,1.0,1.0,1.0,1.0,1,13,56,48,19,14,22,12,14,11,9,7,14,7,6,5,4,
2016-01-19,1.2,1.2,1.2,1.2,1.2,1.2,9,4,60,52,23,17,12,10,14,6,5,9,8,6,3,2,3,1
2016-01-20,1.3,1.3,1.3,1.3,1.3,1.3,2,9,68,58,26,15,15,14,12,6,7,10,9,3,2,3,2,1
2016-01-21,1.5,1.5,1.5,1.5,1.5,1.5,6,9,61,44,28,11,18,12,13,10,9,13,6,2,3,3,,1
2016-01-22,0.7,0.7,0.7,0.7,0.7,0.7,6,10,39,44,10,8,8,8,8,9,9,11,8,9,1,2,2,1
2016-01-23,1.0,1.0,1.0,1.0,1.0,1.0,2,3,1,9,7,4,9,6,8,6,8,6,3,1,1,,2,1
2016-01-24,0.2,0.2,0.2,0.2,0.2,0.2,,,3,7,4,8,5,2,3,8,2,9,2,2,1,3,,
2016-01-25,1.0,1.0,1.0,1.0,1.0,1.0,4,16,59,46,11,14,12,9,11,13,10,13,7,5,7,2,1,1
2016-01-26,0.7,0.7,0.7,0.7,0.7,0.7,5,18,57,47,17,11,11,12,11,13,10,10,13,8,5,5,2,1
2016-01-27,0.3,0.3,0.3,0.3,0.3,0.3,3,8,55,38,19,12,11,12,12,10,5,11,9,5,3,3,3,
2016-01-28,0.3,0.3,0.3,0.3,0.3,0.3,4,6,61,40,20,14,11,14,10,11,12,12,5,9,5,5,,3
2016-01-29,0.5,0.5,0.5,0.5,0.5,0.5,4,5,46,33,23,12,4,9,11,11,14,8,9,5,3,,2,1
2016-01-30,0.8,0.8,0.8,0.8,0.8,0.8,,1,4,1,10,4,5,7,9,3,,3,10,2,1,3,1,2
2016-01-31,0.5,0.5,0.5,0.5,0.5,0.5,1,1,4,1,5,5,5,5,8,4,7,5,5,3,3,2,2,2
2016-02-01,0.7,0.7,0.7,0.7,0.7,0.7,3,7,58,41,18,16,8,9,9,9,12,11,6,6,1,2,3,1
2016-02-02,0.7,0.7,0.7,0.7,0.7,0.7,4,6,45,39,16,10,2,10,6,7,10,8,7,4,6,3,1,3
2016-02-03,1.2,1.2,1.2,1.2,1.2,1.2,3,8,55,35,18,18,11,10,14,10,6,14,7,6,3,4,5,2
2016-02-04,0.7,0.7,0.7,0.7,0.7,0.7,6,8,55,40,19,12,10,7,17,10,5,13,11,6,4,4,2,3
2016-02-05,0.8,0.8,0.8,0.8,0.8,0.8,3,5,55,36,13,12,7,16,15,10,4,8,3,2,4,3,,1
2016-02-06,0.3,0.3,0.3,0.3,0.3,0.3,2,,3,3,3,4,3,6,5,2,7,2,1,1,1,,,2
2016-02-07,0.2,0.2,0.2,0.2,0.2,0.2,1,,2,9,4,4,10,11,8,6,3,5,7,2,4,2,4,1
2016-02-08,0.3,0.3,0.3,0.3,0.3,0.3,2,9,36,32,16,17,11,10,3,11,15,10,10,6,4,4,2,2
2016-02-09,0.3,0.3,0.3,0.3,0.3,0.3,4,10,67,41,23,14,7,11,5,14,3,12,9,7,6,6,2,1
2016-02-10,0.7,0.7,0.7,0.7,0.7,0.7,3,11,54,48,19,7,13,13,10,13,7,13,8,11,6,6,2,2
2016-02-11,0.3,0.3,0.3,0.3,0.3,0.3,5,10,53,38,27,14,6,17,8,6,8,14,7,8,5,4,1,1
2016-02-12,0.7,0.7,0.7,0.7,0.7,0.7,2,5,48,28,11,11,12,13,9,8,3,4,4,10,3,1,1,2
2016-02-13,0.2,0.2,0.2,0.2,0.2,0.2,1,,4,5,4,7,2,5,8,5,8,6,3,1,2,2,3,1
2016-02-14,0.5,0.5,0.5,0.5,0.5,0.5,,2,7,4,8,3,6,4,11,3,1,3,3,5,2,,2,4
2016-02-15,0.8,0.8,0.8,0.8,0.8,0.8,1,11,44,40,24,18,10,11,7,6,9,11,12,12,3,1,1,1
2016-02-16,0.8,0.8,0.8,0.8,0.8,0.8,2,13,56,31,15,12,6,14,8,7,11,8,13,11,6,1,6,
2016-02-17,0.3,0.3,0.3,0.3,0.3,0.3,2,3,47,24,7,7,9,7,5,3,1,4,3,3,,1,2,1
2016-02-18,0.5,0.5,0.5,0.5,0.5,0.5,3,8,53,37,16,13,12,10,14,8,10,10,13,6,7,5,,1
2016-02-19,1.0,1.0,1.0,1.0,1.0,1.0,1,13,44,33,12,11,6,17,6,6,2,9,3,5,1,4,3,3
2016-02-20,0.5,0.5,0.5,0.5,0.5,0.5,,,6,4,7,4,3,2,5,5,7,6,8,5,4,,4,4
2016-02-21,0.5,0.5,0.5,0.5,0.5,0.5,,,1,5,4,3,6,8,4,5,1,4,10,1,6,4,1,1
2016-02-22,0.5,0.5,0.5,0.5,0.5,0.5,2,3,40,45,16,16,18,10,7,11,14,12,8,5,9,3,2,2
2016-02-23,0.8,0.8,0.8,0.8,0.8,0.8,5,11,72,46,14,21,7,12,7,14,9,12,10,11,6,7,4,
2016-02-24,0.3,0.3,0.3,0.3,0.3,0.3,1,12,62,43,22,13,5,12,6,11,5,12,7,13,7,3,3,1
2016-02-25,0.8,0.8,0.8,0.8,0.8,0.8,3,3,51,39,15,12,13,17,7,6,6,11,12,13,2,4,,2
2016-02-26,0.7,0.7,0.7,0.7,0.7,0.7,5,13,35,25,20,10,10,19,15,8,9,10,5,3,2,2,2,2
2016-02-27,0.5,0.5,0.5,0.5,0.5,0.5,1,4,3,5,3,7,4,6,11,7,4,2,5,4,1,1,,1
2016-02-28,0.5,0.5,0.5,0.5,0.5,0.5,1,1,3,2,1,6,4,2,6,7,3,4,5,4,,2,,4
2016-02-29,0.3,0.3,0.3,0.3,0.3,0.3,,7,50,44,15,14,14,9,7,6,13,10,10,9,6,5,3,4
2016-03-01,0.2,0.2,0.2,0.2,0.2,0.2,3,6,45,26,24,13,9,14,13,13,6,16,3,5,4,3,2,
2016-03-02,0.3,0.3,0.3,0.3,0.3,0.3,2,12,50,28,25,10,6,11,2,9,10,11,8,3,7,3,4,1
2016-03-03,0.7,0.7,0.7,0.7,0.7,0.7,5,15,59,43,15,10,8,5,16,6,9,12,9,5,6,3,4,
2016-03-04,0.3,0.3,0.3,0.3,0.3,0.3,1,6,32,32,11,8,1,10,7,5,4,5,4,1,3,1,1,2
2016-03-05,0.5,0.5,0.5,0.5,0.5,0.5,,,3,1,6,5,5,8,10,6,4,6,9,4,1,3,3,1
2016-03-06,0.7,0.7,0.7,0.7,0.7,0.7,,,2,8,9,6,5,7,7,2,5,4,3,6,4,4,2,
2016-03-07,0.3,0.3,0.3,0.3,0.3,0.3,3,9,49,30,17,14,15,12,9,16,10,9,8,6,5,3,3,5
2016-03-08,0.5,0.5,0.5,0.5,0.5,0.5,3,13,46,44,13,18,8,5,7,8,1,5,5,5,1,4,1,
2016-03-09,0.7,0.7,0.7,0.7,0.7,0.7,3,7,23,29,6,6,3,2,3,5,4,10,7,2,5,7,1,4
2016-03-10,0.7,0.7,0.7,0.7,0.7,0.7,3,10,42,26,16,8,8,11,7,10,6,10,8,3,5,4,1,1
2016-03-11,0.5,0.5,0.5,0.5,0.5,0.5,1,7,29,32,18,12,7,13,14,6,12,7,7,1,4,1,3,3
2016-03-12,0.7,0.7,0.7,0.7,0.7,0.7,,1,6,3,2,4,4,3,9,3,1,2,2,4,2,3,1,2
2016-03-13,0.5,0.5,0.5,0.5,0.5,0.5,,,3,3,2,2,5,3,3,3,1,5,2,1,1,,1,2
2016-03-14,0.5,0.5,0.5,0.5,0.5,0.5,3,6,31,32,10,10,4,8,12,5,7,11,5,3,2,1,4,2
2016-03-15,1.0,1.0,1.0,1.0,1.0,1.0,1,10,29,29,15,6,5,5,5,5,9,7,4,,,2,,
2016-03-16,0.5,0.5,0.5,0.5,0.5,0.5,1,10,45,27,12,5,9,4,8,6,4,9,1,2,6,,2,1
2016-03-17,0.7,0.7,0.7,0.7,0.7,0.7,4,5,44,28,10,5,6,4,7,2,3,7,6,1,1,1,1,
2016-03-18,0.8,0.8,0.8,0.8,0.8,0.8,4,5,28,32,8,10,2,6,6,4,4,5,5,3,1,2,3,3
2016-03-19,0.0,0.0,0.0,0.0,0.0,0.0,,1,3,,5,2,,5,2,3,2,4,3,1,,,1,1
2016-03-20,0.5,0.5,0.5,0.5,0.5,0.5,,,2,4,2,3,7,1,5,4,3,1,5,1,1,1,,2
2016-03-21,0.3,0.3,0.3,0.3,0.3,0.3,1,11,45,31,17,5,6,10,5,4,3,8,2,4,5,3,4,1
2016-03-22,0.5,0.5,0.5,0.5,0.5,0.5,3,5,41,30,11,6,9,14,5,11,3,4,5,1,7,2,2,2
2016-03-23,0.8,0.8,0.8,0.8,0.8,0.8,3,11,45,25,7,7,4,7,7,5,8,4,2,3,4,2,,
2016-03-24,0.5,0.5,0.5,0.5,0.5,0.5,2,10,44,22,4,2,2,6,5,2,2,6,4,3,3,2,1,2
2016-03-25,0.2,0.2,0.2,0.2,0.2,0.2,,,5,4,6,1,8,5,3,3,3,3,2,1,1,1,4,3
2016-03-26,0.0,0.0,0.0,0.0,0.0,0.0,,1,,2,2,,4,,,2,1,3,,,,,1,2
2016-03-27,0.3,0.3,0.3,0.3,0.3,0.3,,,1,1,2,3,3,2,,,,2,2,1,2,1,,1
2016-03-28,0.5,0.5,0.5,0.5,0.5,0.5,,,3,1,2,3,,,2,1,4,1,1,,2,3,2,1
2016-03-29,0.3,0.3,0.3,0.3,0.3,0.3,2,6,22,14,4,2,2,3,1,4,3,4,3,,2,3,,
2016-03-30,0.3,0.3,0.3,0.3,0.3,0.3,2,6,32,24,4,8,7,2,9,4,6,10,6,5,6,4,1,
2016-03-31,0.3,0.3,0.3,0.3,0.3,0.3,2,11,31,18,6,3,3,9,5,5,2,5,2,2,3,5,1,1
2016-04-01,0.0,0.0,0.0,0.0,0.0,0.0,2,2,24,14,7,4,4,6,2,5,2,2,3,1,3,1,3,
2016-04-02,0.2,0.2,0.2,0.2,0.2,0.2,,2,1,,2,6,,1,,4,2,4,4,,,1,1,2
2016-04-03,0.5,0.5,0.5,0.5,0.5,0.5,,2,2,1,4,3,1,5,5,7,2,3,2,1,2,4,1,
2016-04-04,0.3,0.3,0.3,0.3,0.3,0.3,2,4,27,26,5,2,5,6,2,4,5,5,1,4,1,,3,3
2016-04-05,0.3,0.3,0.3,0.3,0.3,0.3,4,8,30,23,12,4,3,7,4,1,5,10,7,1,1,,2,
2016-04-06,0.3,0.3,0.3,0.3,0.3,0.3,1,7,29,34,,7,6,7,4,6,2,11,7,2,2,3,3,1
2016-04-07,0.2,0.2,0.2,0.2,0.2,0.2,5,7,33,26,7,4,3,8,7,3,6,8,5,3,1,2,4,1
2016-04-08,0.2,0.2,0.2,0.2,0.2,0.2,2,11,23,31,12,6,6,3,5,2,3,4,5,3,1,2,1,1
2016-04-09,0.5,0.5,0.5,0.5,0.5,0.5,1,2,2,3,2,4,5,2,6,6,7,6,7,4,2,,,3
2016-04-10,0.3,0.3,0.3,0.3,0.3,0.3,2,1,7,2,2,6,2,6,9,4,3,5,3,3,10,6,1,1
2016-04-11,0.2,0.2,0.2,0.2,0.2,0.2,1,12,56,52,23,10,11,10,5,6,4,11,5,4,3,6,3,1
2016-04-12,0.5,0.5,0.5,0.5,0.5,0.5,6,9,39,43,20,6,8,9,4,4,5,8,5,3,5,6,3,1
2016-04-13,1.5,1.5,1.5,1.5,1.5,1.5,3,17,66,53,21,14,13,14,4,11,10,13,9,5,3,4,5,
2016-04-14,1.2,1.2,1.2,1.2,1.2,1.2,6,7,71,57,24,8,15,11,13,7,6,7,10,2,7,4,4,4
2016-04-15,0.7,0.7,0.7,0.7,0.7,0.7,4,10,54,49,14,14,11,9,6,7,9,7,5,4,2,1,1,7
2016-04-16,0.0,0.0,0.0,0.0,0.0,0.0,1,1,8,2,2,10,1,6,8,4,7,11,3,5,3,6,3,2
2016-04-17,0.7,0.7,0.7,0.7,0.7,0.7,,,7,6,8,2,9,7,6,7,12,10,8,3,5,5,6,
2016-04-18,0.8,0.8,0.8,0.8,0.8,0.8,4,11,63,43,21,12,13,13,8,8,16,6,12,7,5,10,6,1
2016-04-19,0.5,0.5,0.5,0.5,0.5,0.5,4,13,82,61,23,12,10,17,16,9,16,8,15,14,7,5,4,3
2016-04-20,0.7,0.7,0.7,0.7,0.7,0.7,3,17,82,72,16,16,14,19,5,7,9,13,13,7,1,4,7,1
2016-04-21,0.8,0.8,0.8,0.8,0.8,0.8,2,26,65,45,25,14,12,13,11,14,12,13,8,7,3,6,4,1
