Date,00:00,01:00,02:00,03:00,04:00,05:00,06:00,07:00,08:00,09:00,10:00,11:00,12:00,13:00,14:00,15:00,16:00,17:00,18:00,19:00,20:00,21:00,22:00,23:00
2016-01-01,0.2,0.2,0.2,0.2,0.2,0.2,,,1,,,7,1,,1,,,,,,,,,
2016-01-02,0.2,0.2,0.2,0.2,0.2,0.2,1,,1,,3,2,,,2,1,1,,,2,,,,
2016-01-03,,,,,,,,,,,1,,2,1,,,,,,,,,,
2016-01-04,,,,,,,1,3,11,3,,,,1,1,1,,1,,1,,,,
2016-01-05,,,,,,,1,1,13,,,5,2,,1,1,,2,,,,1,,
2016-01-06,,,,,,,,2,11,2,,1,1,1,1,1,,3,1,,,,,
2016-01-07,,,,,,,,4,7,2,,2,1,,,5,2,,2,,,,,
2016-01-08,,,,,,,,3,11,2,1,1,,,1,3,2,1,2,,,,,
2016-01-09,,,,,,,,2,1,,,3,2,1,1,1,1,,2,,,,,
2016-01-10,,,,,,,,1,1,,,2,2,6,2,2,1,,,,,,,
2016-01-11,,,,,,,,2,12,2,5,1,1,,1,2,,3,1,1,,,,
2016-01-12,0.2,0.2,0.2,0.2,0.2,0.2,,1,14,,4,,,1,,1,1,,,,,,,
2016-01-13,0.2,0.2,0.2,0.2,0.2,0.2,,2,10,2,1,1,1,2,,,3,1,1,,,,,
2016-01-14,0.2,0.2,0.2,0.2,0.2,0.2,,3,6,2,4,2,1,,,2,,1,1,,,,,
2016-01-15,,,,,,,,5,9,2,,,1,1,2,1,2,1,,,,,,
2016-01-16,,,,,,,,1,1,,1,1,,2,,4,,,,,1,,1,
2016-01-17,,,,,,,,2,,,1,1,3,2,2,,,,,,,,,
2016-01-18,,,,,,,,5,12,1,1,1,3,2,1,4,2,1,,,,1,1,
2016-01-19,,,,,,,,4,12,2,2,,2,,3,3,1,3,,1,,,,
2016-01-20,,,,,,,,7,6,3,1,2,,2,2,3,,2,1,,,,,
2016-01-21,,,,,,,,3,10,,2,,,1,,3,1,2,,,,,,
2016-01-22,,,,,,,2,5,12,5,,,,2,1,,3,1,,,1,,,
2016-01-23,,,,,,,,2,1,,,3,3,,1,4,2,,,,,1,,
2016-01-24,,,,,,,,,1,,2,1,2,5,2,1,4,1,1,,,,,
2016-01-25,,,,,,,,6,12,3,4,4,,2,,3,,1,,,,,,
2016-01-26,,,,,,,,3,14,2,,1,3,1,,4,,2,,,1,1,,
2016-01-27,,,,,,,,5,9,3,1,2,4,,1,3,,2,,,,,,
2016-01-28,,,,,,,,3,10,2,2,1,2,1,,6,2,2,1,,,,,
2016-01-29,,,,,,,,3,9,2,,1,,3,,4,3,,,,,,,
2016-01-30,0.2,0.2,0.2,0.2,0.2,0.2,,3,1,,,2,1,,3,,,,,,1,,1,
2016-01-31,,,,,,,1,,,,1,1,1,1,,,,,2,,,,,
2016-02-01,,,,,,,,1,17,2,3,1,2,3,,6,4,1,,,,,,
2016-02-02,,,,,,,,5,12,1,,1,,2,,4,1,2,1,,,,1,
2016-02-03,,,,,,,1,5,17,3,,2,1,,,,3,3,2,1,,,,
2016-02-04,0.2,0.2,0.2,0.2,0.2,0.2,1,2,13,3,1,1,1,,4,2,6,2,1,,1,,,
2016-02-05,,,,,,,,4,12,3,1,,1,3,,1,1,,1,,,,,
2016-02-06,,,,,,,,2,,,1,,1,,,,,,1,,,,,
2016-02-07,,,,,,,,1,2,1,5,,,2,5,,,,1,,,,,
2016-02-08,,,,,,,,2,19,,1,,1,1,2,3,1,1,,,,,,
2016-02-09,,,,,,,,5,14,2,3,2,1,2,,3,2,4,,1,,,,
2016-02-10,,,,,,,,5,10,2,2,,1,4,,4,5,1,,2,1,,,
2016-02-11,,,,,,,,3,18,2,1,,1,1,,3,6,3,,,,,,1
2016-02-12,,,,,,,,1,13,2,3,1,1,1,,1,1,,,,,,,
2016-02-13,,,,,,,,2,1,,2,4,,2,,4,1,,,,,1,,
2016-02-14,,,,,,,,1,,,1,1,,2,,6,,,,,,,,
2016-02-15,,,,,,,,1,2,,1,,,,,2,1,1,1,,,,,
2016-02-16,,,,,,,,4,6,,,1,,,1,,,2,,,,,,
2016-02-17,,,,,,,,1,6,2,1,1,,1,1,,,1,1,,,,,
2016-02-18,,,,,,,,3,5,2,3,2,2,4,1,2,,2,,,,,,
2016-02-19,,,,,,,,4,4,1,1,1,,,2,2,,1,,,,,1,
2016-02-20,0.3,0.3,0.3,0.3,0.3,0.3,,1,1,,1,2,1,2,1,2,1,,,1,,,,
2016-02-21,,,,,,,,1,,,1,1,,2,,1,1,1,1,,,,,
2016-02-22,,,,,,,,4,13,3,1,3,2,1,1,4,,3,1,,,1,,
2016-02-23,,,,,,,,4,16,1,1,1,1,5,,5,1,4,1,,,,,
2016-02-24,,,,,,,,3,11,4,,2,3,2,,,6,,,1,1,,,
2016-02-25,,,,,,,,4,16,1,2,1,1,2,,6,3,2,,,,,,
2016-02-26,,,,,,,,6,10,3,2,,1,1,,5,4,2,,,,,,1
2016-02-27,,,,,,,1,1,,2,1,,,3,3,,,1,1,,,,,
2016-02-28,,,,,,,1,3,1,1,,1,,2,,,2,,,,,,,1
2016-02-29,,,,,,,,5,13,1,2,,,1,5,4,1,1,2,1,,,,
2016-03-01,,,,,,,1,2,11,2,1,1,3,1,1,3,,1,1,,,,,
2016-03-02,,,,,,,,5,4,2,,1,,,,2,2,1,,,,,,
2016-03-03,,,,,,,,4,10,2,,3,3,1,,2,2,1,,,,,,
2016-03-04,,,,,,,,4,7,2,1,,,,1,,1,,,,,,,
2016-03-05,,,,,,,,5,,,1,,2,,,,,,,,1,,,1
2016-03-06,0.3,0.3,0.3,0.3,0.3,0.3,,1,,2,3,,,,1,1,3,1,,,,,,
2016-03-07,0.2,0.2,0.2,0.2,0.2,0.2,,3,13,2,1,,2,1,,8,4,5,,,,,,
2016-03-08,,,,,,,,4,15,1,2,1,3,,2,4,2,3,,,2,,1,
2016-03-09,,,,,,,,4,6,1,,1,,1,1,3,3,1,,,,,2,
2016-03-10,,,,,,,,5,9,3,,1,1,2,1,2,5,4,2,1,,,,
2016-03-11,,,,,,,1,4,15,2,1,,2,4,3,6,6,2,2,1,,,,
2016-03-12,0.2,0.2,0.2,0.2,0.2,0.2,,2,1,1,3,3,1,1,1,3,2,1,,1,,,1,
2016-03-13,,,,,,,,1,,,2,4,6,6,2,1,,2,1,,,,,
2016-03-14,,,,,,,2,4,12,2,3,1,2,1,1,4,4,1,1,2,,,,
2016-03-15,,,,,,,1,5,12,4,1,2,1,3,,6,3,5,,,,,,
2016-03-16,,,,,,,,3,9,2,4,2,2,1,1,4,2,1,2,,,1,,
2016-03-17,,,,,,,,3,16,1,,,3,3,1,,3,4,5,1,,,,
2016-03-18,,,,,,,2,5,8,4,1,4,,2,1,2,3,1,2,1,1,,,2
2016-03-19,,,,,,,,5,2,2,3,3,1,2,1,1,1,,,,1,,,
2016-03-20,,,,,,,,1,1,2,,2,3,1,,1,,,,,,,,
2016-03-21,,,,,,,,2,23,2,1,1,,2,,4,5,1,,,,,,
2016-03-22,0.2,0.2,0.2,0.2,0.2,0.2,,2,20,1,3,,2,1,1,7,,1,,1,,,,
2016-03-23,0.3,0.3,0.3,0.3,0.3,0.3,,3,13,3,3,,,,1,1,3,4,2,,,,,
2016-03-24,,,,,,,,2,10,1,2,2,,2,1,,,2,,1,,,,
2016-03-25,,,,,,,,1,3,,2,2,2,2,1,,2,1,1,,1,,,
2016-03-26,,,,,,,,2,3,2,1,4,,,1,3,,,,1,,,,
2016-03-27,,,,,,,,,1,,,2,,1,,,,,,1,,,,
2016-03-28,,,,,,,,2,,,,,,1,1,,,2,,1,,,,
2016-03-29,,,,,,,,2,5,1,,,1,1,,,,3,,,,,,
2016-03-30,0.2,0.2,0.2,0.2,0.2,0.2,,2,4,2,1,2,,3,1,1,2,1,,,,,,
2016-03-31,,,,,,,,2,4,2,2,3,2,3,4,2,,2,1,1,,,,
2016-04-01,0.3,0.3,0.3,0.3,0.3,0.3,1,3,4,1,2,,2,1,,1,1,3,,,,,,
2016-04-02,,,,,,,1,1,1,,1,,,1,,1,2,2,,,,,,
2016-04-03,,,,,,,1,1,,1,2,2,,,1,,4,2,,,2,,,
2016-04-04,,,,,,,,2,6,4,1,1,2,1,,,,,2,1,2,,,
2016-04-05,,,,,,,,3,4,,2,,,1,1,,1,1,1,,,,,
2016-04-06,0.2,0.2,0.2,0.2,0.2,0.2,,2,5,,,,1,,,,,,2,1,1,,,
2016-04-07,,,,,,,,,4,4,4,1,,2,3,,1,3,1,2,,1,,
2016-04-08,0.3,0.3,0.3,0.3,0.3,0.3,,,4,4,3,4,3,1,1,,1,3,,4,1,1,1,
2016-04-09,,,,,,,,,4,2,3,,,4,2,,7,1,,,,,,
2016-04-10,,,,,,,,,2,,,2,2,1,1,3,2,1,2,1,,,,
2016-04-11,,,,,,,,,3,12,2,1,1,2,1,1,3,2,1,2,,,,
2016-04-12,,,,,,,,,3,15,,,,,,1,,3,2,,,,,
