Date,00:00,01:00,02:00,03:00,04:00,05:00,06:00,07:00,08:00,09:00,10:00,11:00,12:00,13:00,14:00,15:00,16:00,17:00,18:00,19:00,20:00,21:00,22:00,23:00
2016-01-01,0.0,0.0,0.0,0.0,0.0,0.0,,1,1,5,4,7,7,3,12,7,4,1,,1,,,2,1
2016-01-02,0.2,0.2,0.2,0.2,0.2,0.2,1,3,8,2,7,4,6,4,3,4,1,1,2,1,4,,2,1
2016-01-03,0.2,0.2,0.2,0.2,0.2,0.2,,,5,8,8,5,5,2,2,2,,,,3,1,,3,
2016-01-04,0.3,0.3,0.3,0.3,0.3,0.3,10,24,65,15,6,12,6,3,5,9,6,9,,3,2,,4,
2016-01-05,0.0,0.0,0.0,0.0,0.0,0.0,7,27,82,13,12,10,3,10,6,8,4,12,2,8,2,,4,
2016-01-06,0.0,0.0,0.0,0.0,0.0,0.0,9,24,94,17,7,11,4,2,5,15,5,5,3,2,,,1,
2016-01-07,0.2,0.2,0.2,0.2,0.2,0.2,5,23,85,12,7,3,3,2,5,5,6,6,2,4,,1,1,1
2016-01-08,0.5,0.5,0.5,0.5,0.5,0.5,4,18,77,25,13,4,8,9,7,8,4,6,6,3,3,3,1,2
2016-01-09,0.2,0.2,0.2,0.2,0.2,0.2,4,2,7,2,7,2,13,12,10,19,4,1,1,2,,1,1,1
2016-01-10,0.0,0.0,0.0,0.0,0.0,0.0,1,4,1,6,8,5,2,10,11,9,5,2,2,3,,,1,
2016-01-11,0.2,0.2,0.2,0.2,0.2,0.2,7,22,85,19,10,13,12,3,7,14,9,2,3,1,3,1,1,
2016-01-12,0.2,0.2,0.2,0.2,0.2,0.2,8,24,67,16,9,6,6,6,18,9,9,7,4,2,,2,1,
2016-01-13,0.0,0.0,0.0,0.0,0.0,0.0,6,22,90,17,8,4,9,4,5,12,8,13,3,3,2,1,,1
2016-01-14,0.3,0.3,0.3,0.3,0.3,0.3,7,21,62,12,3,6,3,2,4,10,8,3,2,4,1,1,2,
2016-01-15,0.3,0.3,0.3,0.3,0.3,0.3,6,18,63,15,13,13,6,7,4,8,3,6,2,4,2,,1,
2016-01-16,0.2,0.2,0.2,0.2,0.2,0.2,3,3,5,9,15,9,10,6,10,9,2,4,2,3,2,,,1
2016-01-17,0.0,0.0,0.0,0.0,0.0,0.0,2,4,2,9,5,7,7,5,7,4,4,2,4,1,1,,1,
2016-01-18,0.5,0.5,0.5,0.5,0.5,0.5,5,18,83,22,6,7,8,5,14,5,12,7,4,4,1,2,5,
2016-01-19,0.3,0.3,0.3,0.3,0.3,0.3,9,27,81,21,13,3,4,5,7,15,11,5,4,7,4,5,1,
2016-01-20,0.5,0.5,0.5,0.5,0.5,0.5,9,27,78,20,9,3,9,8,2,11,10,5,4,5,3,1,3,
2016-01-21,0.0,0.0,0.0,0.0,0.0,0.0,5,20,71,12,9,8,6,4,6,11,1,6,2,3,,1,2,1
2016-01-22,0.3,0.3,0.3,0.3,0.3,0.3,7,18,55,15,2,4,3,3,7,7,9,5,1,4,,2,1,2
2016-01-23,0.0,0.0,0.0,0.0,0.0,0.0,2,4,8,12,5,12,7,5,11,15,9,2,1,1,2,2,,1
2016-01-24,0.2,0.2,0.2,0.2,0.2,0.2,2,3,5,4,1,8,7,8,9,3,4,3,1,3,2,2,1,
2016-01-25,0.7,0.7,0.7,0.7,0.7,0.7,9,26,76,16,12,6,5,4,7,14,12,6,5,3,2,3,2,
2016-01-26,0.7,0.7,0.7,0.7,0.7,0.7,7,28,72,16,9,4,8,5,4,5,7,7,1,8,2,6,1,
2016-01-27,0.5,0.5,0.5,0.5,0.5,0.5,4,22,79,15,9,5,8,2,2,9,8,3,4,4,,1,4,
2016-01-28,0.5,0.5,0.5,0.5,0.5,0.5,6,29,85,13,14,5,5,3,5,17,3,5,1,3,1,3,1,
2016-01-29,0.3,0.3,0.3,0.3,0.3,0.3,6,13,63,13,3,5,5,3,3,11,6,4,2,8,1,,1,1
2016-01-30,0.3,0.3,0.3,0.3,0.3,0.3,3,3,9,8,4,8,5,6,7,6,5,1,1,2,,5,,3
2016-01-31,0.3,0.3,0.3,0.3,0.3,0.3,,4,3,3,4,2,7,4,1,6,1,,1,,3,1,,
2016-02-01,0.0,0.0,0.0,0.0,0.0,0.0,7,24,63,19,9,5,4,2,6,4,8,4,3,2,2,2,2,
2016-02-02,0.2,0.2,0.2,0.2,0.2,0.2,8,30,64,14,7,2,6,7,7,6,7,4,1,6,1,1,1,1
2016-02-03,0.0,0.0,0.0,0.0,0.0,0.0,7,26,78,17,6,8,5,5,5,10,11,10,2,2,4,1,4,
2016-02-04,0.2,0.2,0.2,0.2,0.2,0.2,8,26,76,25,8,6,7,6,5,10,9,5,1,4,,2,1,
2016-02-05,0.2,0.2,0.2,0.2,0.2,0.2,5,16,68,16,12,7,5,8,5,6,9,8,2,2,,,1,1
2016-02-06,0.0,0.0,0.0,0.0,0.0,0.0,1,3,5,8,3,4,3,2,2,2,2,2,3,,,,,1
2016-02-07,0.0,0.0,0.0,0.0,0.0,0.0,1,4,3,12,8,8,5,10,6,8,4,4,1,1,1,1,1,
2016-02-08,0.2,0.2,0.2,0.2,0.2,0.2,7,31,67,15,6,5,6,6,6,4,6,15,5,2,1,1,2,
2016-02-09,0.3,0.3,0.3,0.3,0.3,0.3,9,20,86,21,8,6,6,8,4,10,9,9,3,7,5,3,3,1
2016-02-10,0.2,0.2,0.2,0.2,0.2,0.2,7,22,88,16,8,6,11,6,11,8,13,11,5,3,1,2,1,
2016-02-11,0.3,0.3,0.3,0.3,0.3,0.3,8,21,78,17,8,5,7,9,9,12,9,5,3,4,3,2,5,1
2016-02-12,0.5,0.5,0.5,0.5,0.5,0.5,5,18,56,17,9,7,6,9,7,10,7,6,2,2,3,3,1,1
2016-02-13,0.7,0.7,0.7,0.7,0.7,0.7,3,4,7,4,4,10,6,9,8,8,8,6,3,,2,2,,
