Date,00:00,01:00,02:00,03:00,04:00,05:00,06:00,07:00,08:00,09:00,10:00,11:00,12:00,13:00,14:00,15:00,16:00,17:00,18:00,19:00,20:00,21:00,22:00,23:00
2016-01-01,0.3,0.3,0.3,0.3,0.3,0.3,,,,,1,,3,,3,2,1,1,2,,1,,,
2016-01-02,0.2,0.2,0.2,0.2,0.2,0.2,1,1,1,,1,2,1,1,,1,3,1,,,,,,
2016-01-03,0.2,0.2,0.2,0.2,0.2,0.2,,1,,1,2,2,4,,1,2,,,,,,,,
2016-01-04,,,,,,,3,5,35,2,3,3,,,,2,6,1,5,1,1,,,
2016-01-05,,,,,,,1,8,36,5,2,3,5,3,4,2,2,5,8,5,,,,
2016-01-06,,,,,,,1,7,44,1,3,1,2,5,2,1,1,6,2,2,1,,,
2016-01-07,,,,,,,2,3,43,2,1,2,1,1,,4,1,1,5,1,,,,
2016-01-08,,,,,,,1,5,37,2,2,1,3,4,5,7,4,4,,2,4,2,,1
2016-01-09,,,,,,,,1,4,4,,2,3,5,6,5,2,,1,,,,,
2016-01-10,0.2,0.2,0.2,0.2,0.2,0.2,,,,1,5,2,1,4,6,2,3,3,,1,,,,
2016-01-11,,,,,,,1,6,24,6,2,,,1,3,1,1,2,6,4,,,,
2016-01-12,,,,,,,2,5,37,5,2,7,2,,2,8,3,4,3,2,1,,,
2016-01-13,,,,,,,1,8,34,2,3,1,2,2,3,6,1,5,1,,3,,,
2016-01-14,,,,,,,1,4,27,1,1,2,2,1,2,3,2,5,2,3,1,,,
2016-01-15,,,,,,,2,5,25,1,5,4,1,4,4,4,3,7,3,1,1,1,,
2016-01-16,0.3,0.3,0.3,0.3,0.3,0.3,1,1,3,3,3,3,3,4,4,6,2,1,2,,,,,
2016-01-17,,,,,,,,,,1,1,3,1,2,1,5,5,2,,1,,,,
2016-01-18,,,,,,,1,13,47,5,3,1,2,3,3,5,3,2,4,2,1,,,
2016-01-19,,,,,,,1,17,39,4,1,3,,6,2,8,6,5,5,2,,,,
2016-01-20,,,,,,,3,9,40,3,4,1,5,3,5,3,3,5,2,5,1,1,,
2016-01-21,0.3,0.3,0.3,0.3,0.3,0.3,,7,28,4,3,,2,1,1,4,5,4,4,1,,,,1
2016-01-22,,,,,,,3,13,42,2,4,3,2,4,4,3,5,5,1,3,1,2,2,1
2016-01-23,0.2,0.2,0.2,0.2,0.2,0.2,,1,5,2,2,4,2,6,4,3,1,,2,1,1,1,,1
2016-01-24,0.2,0.2,0.2,0.2,0.2,0.2,,,2,3,6,8,2,1,9,10,,,5,,2,,,
2016-01-25,,,,,,,3,10,45,11,4,2,1,2,5,4,2,5,6,3,,,,
2016-01-26,0.2,0.2,0.2,0.2,0.2,0.2,1,13,45,4,3,,1,4,1,4,1,2,5,1,,1,,
2016-01-27,,,,,,,1,5,28,3,4,,,1,2,4,1,2,3,2,,1,,
2016-01-28,,,,,,,1,9,41,3,7,2,3,2,5,3,,6,1,1,2,,,1
2016-01-29,,,,,,,2,6,19,,,,2,2,3,4,1,4,4,1,,2,,2
2016-01-30,0.3,0.3,0.3,0.3,0.3,0.3,1,1,2,,4,5,,4,4,1,1,,1,,,,1,
2016-01-31,,,,,,,1,,1,2,1,4,1,2,3,6,11,3,1,,,,,
2016-02-01,,,,,,,,13,38,6,2,1,1,2,2,3,4,3,2,1,1,,,
2016-02-02,,,,,,,1,9,30,3,2,,1,1,3,8,1,2,2,3,,,,
2016-02-03,0.2,0.2,0.2,0.2,0.2,0.2,4,10,45,9,2,1,3,5,,3,2,3,3,1,1,,3,
2016-02-04,,,,,,,3,5,35,5,2,2,3,2,,1,2,4,5,1,,1,,1
2016-02-05,,,,,,,1,6,37,3,2,1,2,2,2,4,,2,1,2,1,,1,
2016-02-06,,,,,,,,1,2,2,1,,,2,3,,1,1,3,,1,,,
2016-02-07,0.2,0.2,0.2,0.2,0.2,0.2,,1,2,7,1,4,,9,1,8,,2,4,,,,,
2016-02-08,0.2,0.2,0.2,0.2,0.2,0.2,1,6,53,4,,2,2,,,6,3,4,5,2,,,,
2016-02-09,,,,,,,,13,40,10,3,3,2,1,2,5,3,3,2,2,1,,,
2016-02-10,,,,,,,,10,41,7,3,2,,4,5,7,5,7,1,1,3,,,
2016-02-11,,,,,,,,6,36,1,4,1,5,2,3,5,3,5,2,5,6,,,1
