Date,00:00,01:00,02:00,03:00,04:00,05:00,06:00,07:00,08:00,09:00,10:00,11:00,12:00,13:00,14:00,15:00,16:00,17:00,18:00,19:00,20:00,21:00,22:00,23:00
2016-01-01,0.5,0.5,0.5,0.5,0.5,0.5,,1,1,1,3,4,3,5,1,4,1,2,2,1,,3,,
2016-01-02,,,,,,,2,1,7,2,,2,4,1,2,3,4,3,2,,1,,,1
2016-01-03,,,,,,,1,1,2,3,1,4,1,2,2,1,,1,,,,,1,
2016-01-04,1.0,1.0,1.0,1.0,1.0,1.0,4,14,42,4,5,2,3,5,,2,7,2,1,1,1,3,,
2016-01-05,1.0,1.0,1.0,1.0,1.0,1.0,2,12,49,4,3,1,5,7,4,9,3,3,7,2,1,6,,
2016-01-06,0.7,0.7,0.7,0.7,0.7,0.7,3,15,44,6,1,2,2,10,2,7,3,5,3,1,,3,,
2016-01-07,1.0,1.0,1.0,1.0,1.0,1.0,2,10,46,5,3,3,3,11,2,10,7,3,,1,,4,,
2016-01-08,0.7,0.7,0.7,0.7,0.7,0.7,3,10,45,,3,3,10,4,1,10,5,9,3,4,2,1,1,
2016-01-09,1.7,1.7,1.7,1.7,1.7,1.7,1,,4,3,3,1,8,4,5,5,7,4,,,,,3,
2016-01-10,0.2,0.2,0.2,0.2,0.2,0.2,2,1,1,4,1,6,2,8,2,2,3,1,2,3,1,2,1,2
2016-01-11,0.7,0.7,0.7,0.7,0.7,0.7,2,12,43,4,3,3,4,7,3,7,7,5,2,,4,2,,
2016-01-12,1.2,1.2,1.2,1.2,1.2,1.2,2,10,34,2,3,2,2,4,2,10,4,4,1,2,3,3,,
2016-01-13,1.0,1.0,1.0,1.0,1.0,1.0,4,15,46,2,2,3,3,5,4,7,4,6,,1,3,3,1,
2016-01-14,1.0,1.0,1.0,1.0,1.0,1.0,3,8,39,3,1,1,4,9,3,6,5,4,1,3,1,3,,
2016-01-15,1.0,1.0,1.0,1.0,1.0,1.0,1,10,44,2,1,6,9,4,3,6,5,7,4,2,4,2,,
2016-01-16,1.2,1.2,1.2,1.2,1.2,1.2,1,2,3,1,6,3,1,4,3,1,5,1,1,2,1,1,2,
2016-01-17,0.2,0.2,0.2,0.2,0.2,0.2,,2,1,4,,4,4,2,,,2,3,,,3,,1,
2016-01-18,0.7,0.7,0.7,0.7,0.7,0.7,5,7,41,6,3,2,2,11,1,4,4,6,1,2,,2,1,
2016-01-19,0.8,0.8,0.8,0.8,0.8,0.8,5,9,46,7,4,,2,11,1,5,5,2,3,,1,4,1,
2016-01-20,0.7,0.7,0.7,0.7,0.7,0.7,3,11,49,4,1,,6,10,3,7,4,5,2,1,1,3,,
2016-01-21,0.7,0.7,0.7,0.7,0.7,0.7,2,10,39,2,2,3,6,7,1,7,3,3,2,4,2,2,,
2016-01-22,0.3,0.3,0.3,0.3,0.3,0.3,4,13,43,3,2,3,9,4,6,5,8,10,2,4,2,,1,2
2016-01-23,0.7,0.7,0.7,0.7,0.7,0.7,2,,5,3,2,6,3,7,3,2,3,9,,2,1,,2,1
2016-01-24,0.3,0.3,0.3,0.3,0.3,0.3,2,1,2,3,,7,5,5,6,2,8,3,1,1,1,2,3,
2016-01-25,0.8,0.8,0.8,0.8,0.8,0.8,2,13,33,4,4,3,3,8,1,7,8,6,2,,5,,1,
2016-01-26,0.8,0.8,0.8,0.8,0.8,0.8,3,13,47,2,2,2,6,3,1,8,5,4,4,1,,,1,
