Date,00:00,01:00,02:00,03:00,04:00,05:00,06:00,07:00,08:00,09:00,10:00,11:00,12:00,13:00,14:00,15:00,16:00,17:00,18:00,19:00,20:00,21:00,22:00,23:00
2016-01-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
2016-01-02,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
2016-01-03,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
2016-01-04,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
2016-01-05,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
2016-01-06,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
2016-01-07,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
2016-01-08,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
2016-01-09,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
2016-01-10,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
2016-01-11,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
2016-01-12,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
2016-01-13,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
2016-01-14,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,1,,1,1,2,1,,,,,,
2016-01-15,0.0,0.0,0.0,0.0,0.0,0.0,,,2,,3,2,1,2,3,1,2,1,2,1,,,,
2016-01-16,0.0,0.0,0.0,0.0,0.0,0.0,,,1,1,2,3,5,2,6,4,,2,1,,,1,,
2016-01-17,0.0,0.0,0.0,0.0,0.0,0.0,1,,,3,4,8,6,2,5,1,2,2,,,,,1,
2016-01-18,0.0,0.0,0.0,0.0,0.0,0.0,,5,6,5,3,6,3,4,2,7,3,6,2,2,4,,,
2016-01-19,0.0,0.0,0.0,0.0,0.0,0.0,,8,17,4,2,3,6,4,4,2,5,5,1,,1,,,
2016-01-20,0.2,0.2,0.2,0.2,0.2,0.2,1,3,18,8,5,4,4,4,7,8,7,7,6,3,2,2,4,1
2016-01-21,0.7,0.7,0.7,0.7,0.7,0.7,2,5,18,10,6,7,7,5,4,7,3,10,7,1,1,,,
2016-01-22,0.0,0.0,0.0,0.0,0.0,0.0,2,6,22,10,3,1,7,7,3,4,4,7,5,2,3,2,,
2016-01-23,0.0,0.0,0.0,0.0,0.0,0.0,1,,6,9,14,14,10,15,7,11,7,2,4,,2,1,,
2016-01-24,0.2,0.2,0.2,0.2,0.2,0.2,1,1,5,5,7,6,6,7,4,8,5,3,3,4,,,1,
2016-01-25,0.0,0.0,0.0,0.0,0.0,0.0,1,12,25,11,4,7,13,8,6,4,6,9,7,6,,,,
2016-01-26,0.3,0.3,0.3,0.3,0.3,0.3,1,6,28,7,2,3,5,4,3,7,5,11,4,4,3,,3,1
2016-01-27,0.2,0.2,0.2,0.2,0.2,0.2,2,5,30,11,3,2,,1,,,,,,,,,,
2016-01-28,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
2016-01-29,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
2016-01-30,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
2016-01-31,0.0,0.0,0.0,0.0,0.0,0.0,,,,2,5,1,,2,1,1,,1,,1,1,,,
2016-02-01,0.0,0.0,0.0,0.0,0.0,0.0,,4,3,4,1,2,1,5,2,3,1,5,1,2,1,1,1,
2016-02-02,0.0,0.0,0.0,0.0,0.0,0.0,,5,13,2,4,2,1,1,1,2,2,9,,1,1,,,
2016-02-03,0.0,0.0,0.0,0.0,0.0,0.0,2,4,17,4,7,5,3,9,4,6,4,10,4,2,1,,,
2016-02-04,0.2,0.2,0.2,0.2,0.2,0.2,3,5,19,4,3,2,4,6,,5,10,6,11,2,1,3,,
2016-02-05,0.2,0.2,0.2,0.2,0.2,0.2,3,9,22,11,9,6,4,8,7,6,9,11,6,6,2,,,
2016-02-06,0.0,0.0,0.0,0.0,0.0,0.0,2,2,5,7,4,3,3,8,1,9,4,1,3,2,2,,,1
2016-02-07,0.2,0.2,0.2,0.2,0.2,0.2,,,3,6,8,4,12,9,4,9,8,3,,,,,,
2016-02-08,0.0,0.0,0.0,0.0,0.0,0.0,1,10,21,11,5,4,9,2,3,4,9,8,2,,,1,,
2016-02-09,0.2,0.2,0.2,0.2,0.2,0.2,,,,,,,,,,,,,,,,,,
2016-02-10,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
2016-02-11,0.0,0.0,0.0,0.0,0.0,0.0,,,4,4,,4,1,3,3,4,4,3,1,3,,,,
2016-02-12,0.0,0.0,0.0,0.0,0.0,0.0,3,1,10,6,1,2,5,5,4,3,5,6,3,2,1,2,3,
2016-02-13,0.0,0.0,0.0,0.0,0.0,0.0,1,2,4,2,8,14,9,12,8,7,5,6,,1,1,1,,
2016-02-14,0.0,0.0,0.0,0.0,0.0,0.0,,1,3,5,11,8,3,3,9,4,5,2,1,,,1,,
2016-02-15,0.0,0.0,0.0,0.0,0.0,0.0,,3,6,5,1,4,,8,1,8,11,5,1,2,1,,1,
2016-02-16,0.0,0.0,0.0,0.0,0.0,0.0,1,4,13,7,6,6,4,5,4,5,5,7,3,1,,1,1,
2016-02-17,0.2,0.2,0.2,0.2,0.2,0.2,,4,12,6,3,3,3,3,4,1,5,5,3,1,2,1,,
2016-02-18,0.0,0.0,0.0,0.0,0.0,0.0,1,4,11,8,9,14,11,8,4,8,2,8,6,8,17,1,,1
2016-02-19,0.0,0.0,0.0,0.0,0.0,0.0,1,5,26,5,11,7,8,10,10,3,7,4,3,7,4,5,1,
2016-02-20,0.3,0.3,0.3,0.3,0.3,0.3,1,2,10,8,17,8,15,14,3,9,3,2,2,2,1,1,,
2016-02-21,0.3,0.3,0.3,0.3,0.3,0.3,,2,1,5,3,7,5,8,4,7,2,3,1,5,3,,,
2016-02-22,0.0,0.0,0.0,0.0,0.0,0.0,,12,32,7,4,4,8,7,6,7,9,10,3,3,2,,1,
2016-02-23,0.0,0.0,0.0,0.0,0.0,0.0,,6,21,10,3,3,13,6,6,7,4,9,3,9,1,2,2,
2016-02-24,0.0,0.0,0.0,0.0,0.0,0.0,1,9,26,13,7,4,9,5,6,9,3,2,1,1,2,,3,
2016-02-25,0.0,0.0,0.0,0.0,0.0,0.0,4,7,26,12,7,11,5,5,2,5,5,10,9,1,,1,3,
2016-02-26,0.0,0.0,0.0,0.0,0.0,0.0,2,8,19,12,2,7,7,4,8,6,4,8,1,3,3,2,1,
2016-02-27,0.0,0.0,0.0,0.0,0.0,0.0,2,,7,12,15,8,15,14,6,7,4,6,4,3,3,,1,
2016-02-28,0.2,0.2,0.2,0.2,0.2,0.2,,1,4,7,11,5,10,14,10,8,6,7,2,2,1,1,,1
2016-02-29,0.0,0.0,0.0,0.0,0.0,0.0,,9,20,14,7,10,9,9,6,7,9,5,2,2,2,2,,
2016-03-01,0.0,0.0,0.0,0.0,0.0,0.0,2,11,30,9,4,8,9,8,7,4,1,7,8,1,2,,,1
2016-03-02,0.0,0.0,0.0,0.0,0.0,0.0,3,9,22,15,1,,1,6,4,6,4,12,2,3,2,,,
2016-03-03,0.2,0.2,0.2,0.2,0.2,0.2,4,9,28,13,6,9,9,7,10,7,7,16,2,3,2,1,2,
2016-03-04,0.2,0.2,0.2,0.2,0.2,0.2,3,5,24,9,4,5,5,1,4,4,7,7,3,2,3,,,1
2016-03-05,0.0,0.0,0.0,0.0,0.0,0.0,,,1,1,,1,2,,,,,,,,,,,
2016-03-06,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,1,,1,,,,1,,,
2016-03-07,0.3,0.3,0.3,0.3,0.3,0.3,,5,14,5,,3,2,6,3,4,6,4,5,3,,1,,
