Date,00:00,01:00,02:00,03:00,04:00,05:00,06:00,07:00,08:00,09:00,10:00,11:00,12:00,13:00,14:00,15:00,16:00,17:00,18:00,19:00,20:00,21:00,22:00,23:00
2010-03-04,,,,,,,,,,,,,,,12,6,21,18,10,3,1,1,4,2
2010-03-05,,,,,,,3,8,10,2,4,4,6,13,9,8,8,16,10,8,,,3,3
2010-03-06,,,,,,,2,5,1,2,1,5,7,8,5,3,5,5,4,,,2,1,
2010-03-07,0.2,0.2,0.2,0.2,0.2,0.2,,2,1,2,3,4,9,1,2,2,3,4,2,4,1,,1,
2010-03-08,0.7,0.7,0.7,0.7,0.7,0.7,5,8,18,6,3,3,4,10,10,6,14,14,8,1,3,3,1,
2010-03-09,0.3,0.3,0.3,0.3,0.3,0.3,3,4,15,5,3,3,9,6,6,7,16,18,9,2,1,2,1,
2010-03-10,0.3,0.3,0.3,0.3,0.3,0.3,1,9,13,7,2,4,6,4,3,3,13,17,12,2,1,2,1,
2010-03-11,,,,,,,4,4,17,1,2,2,3,10,7,11,10,18,8,5,1,,1,1
2010-03-12,0.2,0.2,0.2,0.2,0.2,0.2,1,3,23,2,4,4,4,6,7,10,10,16,7,2,1,3,,2
2010-03-13,0.7,0.7,0.7,0.7,0.7,0.7,2,2,7,5,7,6,10,20,12,4,4,5,1,4,1,1,,
2010-03-14,0.2,0.2,0.2,0.2,0.2,0.2,,2,2,,2,1,5,4,2,1,1,2,,2,,3,1,
2010-03-15,0.5,0.5,0.5,0.5,0.5,0.5,1,11,24,5,,3,8,6,5,9,17,20,9,2,5,3,1,
2010-03-16,0.3,0.3,0.3,0.3,0.3,0.3,3,8,13,2,3,2,7,13,3,8,12,21,12,4,,1,1,2
2010-03-17,0.2,0.2,0.2,0.2,0.2,0.2,3,12,11,7,1,6,6,9,10,5,14,18,18,1,2,1,1,1
2010-03-18,0.2,0.2,0.2,0.2,0.2,0.2,2,9,17,6,3,3,9,8,4,11,23,25,12,7,7,1,1,
2010-03-19,0.2,0.2,0.2,0.2,0.2,0.2,2,10,30,3,7,4,8,12,10,9,21,10,8,4,3,1,2,1
2010-03-20,0.2,0.2,0.2,0.2,0.2,0.2,2,4,4,4,5,2,10,4,2,1,2,4,4,1,1,,,
2010-03-21,0.3,0.3,0.3,0.3,0.3,0.3,,,1,6,6,5,8,2,3,5,11,8,3,4,,1,2,1
2010-03-22,0.3,0.3,0.3,0.3,0.3,0.3,2,7,12,6,2,7,5,9,9,8,12,15,11,6,2,,1,
2010-03-23,0.7,0.7,0.7,0.7,0.7,0.7,4,7,21,3,4,3,8,9,4,8,18,23,13,3,1,2,2,
2010-03-24,,,,,,,4,5,19,5,2,4,8,6,12,9,17,18,15,3,2,2,3,
2010-03-25,,,,,,,2,2,16,6,4,3,10,9,6,8,18,22,17,6,3,3,1,2
2010-03-26,0.3,0.3,0.3,0.3,0.3,0.3,5,8,17,8,7,2,9,8,6,11,13,12,12,3,2,2,2,2
2010-03-27,0.5,0.5,0.5,0.5,0.5,0.5,4,2,2,5,5,6,12,10,4,5,8,7,8,8,3,,,
2010-03-28,0.2,0.2,0.2,0.2,0.2,0.2,1,,2,1,1,4,3,,6,2,1,2,3,4,,1,2,3
2010-03-29,0.2,0.2,0.2,0.2,0.2,0.2,1,7,19,3,1,3,6,5,9,9,12,13,8,6,2,,5,
2010-03-30,,,,,,,5,7,12,7,1,1,6,9,5,8,15,17,8,6,2,,6,
2010-03-31,0.5,0.5,0.5,0.5,0.5,0.5,6,6,9,7,3,2,6,6,10,8,14,12,14,7,1,3,2,
2010-04-01,0.3,0.3,0.3,0.3,0.3,0.3,1,9,19,9,,8,4,15,8,11,14,16,9,6,7,1,3,1
2010-04-02,0.7,0.7,0.7,0.7,0.7,0.7,,1,1,2,1,6,6,6,6,6,5,4,4,1,3,1,,1
2010-04-03,0.2,0.2,0.2,0.2,0.2,0.2,,2,1,,2,4,8,8,5,2,8,3,3,3,2,,1,
2010-04-04,,,,,,,2,1,3,3,4,3,5,2,7,5,10,5,1,,2,,3,1
2010-04-05,,,,,,,,,2,1,2,2,3,4,6,4,4,1,4,1,,1,,1
