Date,00:00,01:00,02:00,03:00,04:00,05:00,06:00,07:00,08:00,09:00,10:00,11:00,12:00,13:00,14:00,15:00,16:00,17:00,18:00,19:00,20:00,21:00,22:00,23:00
2016-01-01,2.5,2.5,2.5,2.5,2.5,2.5,2,4,1,3,,3,8,3,9,9,8,3,7,5,2,,3,6
2016-01-02,2.2,2.2,2.2,2.2,2.2,2.2,4,9,10,5,9,9,15,7,16,8,11,6,11,7,5,5,7,2
2016-01-03,2.0,2.0,2.0,2.0,2.0,2.0,1,4,9,4,4,9,8,11,7,3,8,4,8,1,,2,2,2
2016-01-04,1.2,1.2,1.2,1.2,1.2,1.2,2,17,22,25,13,16,8,18,30,16,30,57,30,14,10,7,8,9
2016-01-05,1.5,1.5,1.5,1.5,1.5,1.5,14,28,20,10,13,14,14,16,16,29,28,45,32,16,10,12,4,3
2016-01-06,3.2,3.2,3.2,3.2,3.2,3.2,18,29,25,10,8,15,14,14,16,22,33,68,35,19,8,8,5,8
2016-01-07,2.7,2.7,2.7,2.7,2.7,2.7,6,18,12,12,15,6,10,17,8,20,22,58,24,17,8,8,2,4
2016-01-08,2.0,2.0,2.0,2.0,2.0,2.0,10,26,20,9,14,12,13,16,13,26,33,51,24,13,5,5,4,3
2016-01-09,1.7,1.7,1.7,1.7,1.7,1.7,11,10,8,13,14,8,13,8,13,15,14,12,7,6,2,3,4,3
2016-01-10,1.2,1.2,1.2,1.2,1.2,1.2,2,8,2,2,4,10,5,15,13,11,21,10,4,11,6,6,3,1
2016-01-11,1.2,1.2,1.2,1.2,1.2,1.2,11,27,18,7,14,6,12,10,20,24,23,58,42,22,14,7,12,5
2016-01-12,3.7,3.7,3.7,3.7,3.7,3.7,12,28,20,16,12,5,7,18,10,28,31,63,36,18,13,12,10,7
2016-01-13,3.3,3.3,3.3,3.3,3.3,3.3,18,25,23,12,16,17,21,11,18,21,40,66,39,13,6,5,7,5
2016-01-14,3.3,3.3,3.3,3.3,3.3,3.3,19,21,12,12,14,8,8,9,10,18,18,53,14,13,12,4,4,5
2016-01-15,1.8,1.8,1.8,1.8,1.8,1.8,13,15,18,10,13,13,15,12,9,22,31,53,24,14,9,5,2,3
2016-01-16,3.0,3.0,3.0,3.0,3.0,3.0,7,15,10,12,10,14,15,13,17,12,10,16,3,10,6,4,3,5
2016-01-17,1.7,1.7,1.7,1.7,1.7,1.7,5,8,8,5,6,13,7,6,14,11,6,6,4,6,7,4,6,4
2016-01-18,1.0,1.0,1.0,1.0,1.0,1.0,13,29,26,13,17,11,11,10,15,27,33,62,33,18,10,6,10,2
2016-01-19,2.2,2.2,2.2,2.2,2.2,2.2,19,27,17,10,16,10,12,16,16,32,42,64,33,13,5,6,4,4
2016-01-20,3.2,3.2,3.2,3.2,3.2,3.2,16,21,21,15,25,12,12,10,24,21,43,51,30,16,8,12,2,6
2016-01-21,3.5,3.5,3.5,3.5,3.5,3.5,17,24,21,13,13,12,14,21,13,19,31,46,30,18,8,10,4,1
2016-01-22,1.3,1.3,1.3,1.3,1.3,1.3,10,19,20,11,12,6,23,21,17,24,33,48,30,16,3,3,3,7
2016-01-23,2.3,2.3,2.3,2.3,2.3,2.3,8,7,11,9,5,11,11,8,19,9,9,18,10,9,7,,5,11
