Date,00:00,01:00,02:00,03:00,04:00,05:00,06:00,07:00,08:00,09:00,10:00,11:00,12:00,13:00,14:00,15:00,16:00,17:00,18:00,19:00,20:00,21:00,22:00,23:00
2016-01-01,1.5,1.5,1.5,1.5,1.5,1.5,1,3,6,5,7,9,9,10,12,4,12,1,3,7,3,3,1,
2016-01-02,1.7,1.7,1.7,1.7,1.7,1.7,9,7,9,8,16,14,13,9,16,11,7,6,10,9,2,3,3,1
2016-01-03,0.7,0.7,0.7,0.7,0.7,0.7,3,6,5,8,14,28,11,12,15,6,4,14,5,7,8,2,7,1
2016-01-04,2.3,2.3,2.3,2.3,2.3,2.3,18,49,67,25,15,13,12,14,25,24,19,28,19,17,7,7,2,3
2016-01-05,2.3,2.3,2.3,2.3,2.3,2.3,26,53,87,27,17,18,15,9,17,29,33,31,18,11,5,3,4,2
2016-01-06,2.0,2.0,2.0,2.0,2.0,2.0,26,43,68,37,23,12,11,21,19,36,34,21,8,12,13,6,,2
2016-01-07,1.8,1.8,1.8,1.8,1.8,1.8,22,33,56,30,10,12,11,5,12,30,24,25,11,8,6,6,3,2
2016-01-08,2.2,2.2,2.2,2.2,2.2,2.2,19,46,51,30,18,9,21,21,23,27,27,16,19,4,7,3,4,6
2016-01-09,1.5,1.5,1.5,1.5,1.5,1.5,12,11,17,8,7,12,19,10,25,15,10,14,7,6,2,4,2,2
2016-01-10,0.7,0.7,0.7,0.7,0.7,0.7,7,5,9,6,5,17,12,12,12,7,14,11,7,4,3,1,4,1
2016-01-11,2.0,2.0,2.0,2.0,2.0,2.0,19,48,67,28,14,12,14,13,19,32,30,34,10,7,7,6,1,3
2016-01-12,3.3,3.3,3.3,3.3,3.3,3.3,32,54,66,23,20,9,15,23,14,23,41,22,11,12,5,9,2,
2016-01-13,2.3,2.3,2.3,2.3,2.3,2.3,28,53,73,26,14,15,12,14,15,22,35,26,8,7,10,4,,
2016-01-14,2.2,2.2,2.2,2.2,2.2,2.2,26,33,49,22,13,9,9,16,16,22,19,19,15,5,13,3,2,1
2016-01-15,2.3,2.3,2.3,2.3,2.3,2.3,12,41,52,29,15,11,20,28,18,33,17,13,10,5,8,8,2,
2016-01-16,1.7,1.7,1.7,1.7,1.7,1.7,9,4,8,6,8,22,12,26,23,12,12,5,12,4,7,2,,1
2016-01-17,1.2,1.2,1.2,1.2,1.2,1.2,4,7,8,3,11,9,10,13,10,9,6,6,9,5,6,5,3,
2016-01-18,2.0,2.0,2.0,2.0,2.0,2.0,22,47,76,32,16,10,16,27,19,22,34,30,15,14,3,5,1,
2016-01-19,3.0,3.0,3.0,3.0,3.0,3.0,29,50,74,25,12,16,37,17,17,17,38,22,5,7,6,10,1,
2016-01-20,2.5,2.5,2.5,2.5,2.5,2.5,19,42,76,25,13,11,18,13,17,18,32,27,15,9,7,11,3,1
2016-01-21,1.8,1.8,1.8,1.8,1.8,1.8,26,38,72,31,10,16,13,13,17,25,27,28,10,6,5,4,6,1
2016-01-22,2.3,2.3,2.3,2.3,2.3,2.3,26,45,66,13,12,13,31,8,21,14,20,23,16,9,11,5,3,
2016-01-23,2.0,2.0,2.0,2.0,2.0,2.0,8,8,15,17,17,12,23,13,21,6,11,11,8,4,5,4,,
2016-01-24,1.5,1.5,1.5,1.5,1.5,1.5,3,6,7,5,10,6,6,14,11,10,10,9,4,10,6,1,2,
2016-01-25,2.3,2.3,2.3,2.3,2.3,2.3,27,43,69,34,11,6,17,19,19,28,28,34,8,13,5,7,7,
2016-01-26,2.2,2.2,2.2,2.2,2.2,2.2,22,53,57,18,14,10,8,12,11,15,28,28,13,8,9,8,,1
2016-01-27,2.7,2.7,2.7,2.7,2.7,2.7,24,36,50,25,17,10,13,8,20,26,23,28,13,6,9,13,1,
