Date,00:00,01:00,02:00,03:00,04:00,05:00,06:00,07:00,08:00,09:00,10:00,11:00,12:00,13:00,14:00,15:00,16:00,17:00,18:00,19:00,20:00,21:00,22:00,23:00
2016-01-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
2016-01-02,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
2016-01-03,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
2016-01-04,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
2016-01-05,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
2016-01-06,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
2016-01-07,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
2016-01-08,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
2016-01-09,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
2016-01-10,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
2016-01-11,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
2016-01-12,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
2016-01-13,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
2016-01-14,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,1,,,,1,,1,1,,,
2016-01-15,0.0,0.0,0.0,0.0,0.0,0.0,,,,1,,2,,3,4,3,,,2,1,,2,,
2016-01-16,0.2,0.2,0.2,0.2,0.2,0.2,,,,1,,1,2,1,2,2,2,1,1,1,,1,,
2016-01-17,0.0,0.0,0.0,0.0,0.0,0.0,1,,1,1,1,2,1,4,3,3,5,2,4,2,,2,2,1
2016-01-18,0.2,0.2,0.2,0.2,0.2,0.2,,2,2,2,1,2,6,6,4,2,9,7,9,2,4,3,3,1
2016-01-19,0.5,0.5,0.5,0.5,0.5,0.5,,2,3,2,2,4,3,9,7,9,6,14,3,5,,2,2,
2016-01-20,0.2,0.2,0.2,0.2,0.2,0.2,,1,5,2,2,4,4,12,7,7,13,10,7,7,5,2,1,4
2016-01-21,0.7,0.7,0.7,0.7,0.7,0.7,1,3,4,4,1,3,10,7,6,7,14,16,3,2,2,4,1,
2016-01-22,0.3,0.3,0.3,0.3,0.3,0.3,1,2,4,3,4,1,4,6,13,11,9,20,2,1,1,3,,3
2016-01-23,1.2,1.2,1.2,1.2,1.2,1.2,,2,3,4,7,12,15,13,8,17,16,15,9,3,1,2,2,3
2016-01-24,0.8,0.8,0.8,0.8,0.8,0.8,,2,,4,7,6,8,11,12,5,16,9,4,5,,4,,2
2016-01-25,0.5,0.5,0.5,0.5,0.5,0.5,1,2,8,4,4,8,8,3,11,14,15,22,10,3,2,5,3,
2016-01-26,0.2,0.2,0.2,0.2,0.2,0.2,1,3,9,2,2,4,6,10,7,11,26,23,7,3,5,3,2,1
2016-01-27,0.8,0.8,0.8,0.8,0.8,0.8,1,1,10,4,2,2,2,6,6,8,12,18,10,5,4,2,2,1
2016-01-28,0.5,0.5,0.5,0.5,0.5,0.5,1,,8,2,2,9,9,5,13,15,16,25,9,5,,3,2,3
2016-01-29,0.5,0.5,0.5,0.5,0.5,0.5,1,2,7,1,1,3,5,3,12,7,14,12,5,3,3,4,1,2
2016-01-30,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,1,,,,,,
2016-01-31,0.2,0.2,0.2,0.2,0.2,0.2,,,,,1,5,1,3,3,1,,2,,,5,,,
2016-02-01,0.5,0.5,0.5,0.5,0.5,0.5,,,3,1,2,4,1,4,5,6,6,11,3,1,2,1,3,
2016-02-02,0.0,0.0,0.0,0.0,0.0,0.0,,1,3,2,,2,8,2,5,8,7,15,3,3,1,2,2,
2016-02-03,0.3,0.3,0.3,0.3,0.3,0.3,2,2,10,5,4,4,10,4,8,14,9,15,8,3,3,1,3,3
2016-02-04,0.5,0.5,0.5,0.5,0.5,0.5,1,2,7,2,5,3,4,8,8,12,13,18,8,7,1,2,5,
2016-02-05,1.2,1.2,1.2,1.2,1.2,1.2,1,1,11,4,1,5,10,11,10,15,17,13,8,2,3,5,4,
2016-02-06,0.8,0.8,0.8,0.8,0.8,0.8,1,1,1,3,6,12,15,13,13,20,18,17,7,7,1,1,3,4
2016-02-07,0.5,0.5,0.5,0.5,0.5,0.5,1,,,5,9,10,10,13,17,11,27,14,4,3,8,3,2,2
2016-02-08,0.5,0.5,0.5,0.5,0.5,0.5,2,1,8,1,6,10,10,7,19,16,22,29,15,4,5,4,7,1
2016-02-09,0.2,0.2,0.2,0.2,0.2,0.2,2,4,10,2,1,9,9,10,14,16,18,33,10,6,4,4,1,4
2016-02-10,0.3,0.3,0.3,0.3,0.3,0.3,1,6,5,3,10,1,12,6,13,19,14,24,10,6,6,2,4,2
2016-02-11,0.3,0.3,0.3,0.3,0.3,0.3,,5,7,2,4,5,9,22,14,12,22,32,11,7,5,7,3,1
2016-02-12,1.0,1.0,1.0,1.0,1.0,1.0,3,6,10,5,8,7,14,7,13,13,17,19,15,4,3,8,4,7
2016-02-13,0.3,0.3,0.3,0.3,0.3,0.3,,1,2,,8,2,9,5,12,8,6,9,7,2,1,2,6,2
2016-02-14,0.5,0.5,0.5,0.5,0.5,0.5,,2,,3,2,6,6,5,1,9,9,2,10,2,1,1,,
2016-02-15,0.2,0.2,0.2,0.2,0.2,0.2,,,,1,,,5,5,3,13,11,10,9,3,,2,2,1
2016-02-16,0.2,0.2,0.2,0.2,0.2,0.2,1,1,2,,1,8,2,8,6,6,10,12,5,2,4,3,2,1
2016-02-17,0.0,0.0,0.0,0.0,0.0,0.0,2,1,3,1,2,3,4,3,6,7,5,9,5,,6,3,2,2
2016-02-18,0.2,0.2,0.2,0.2,0.2,0.2,1,,2,3,4,6,9,10,9,18,12,11,8,3,12,4,3,6
2016-02-19,0.7,0.7,0.7,0.7,0.7,0.7,1,3,6,2,7,7,7,18,6,8,11,21,7,3,10,3,3,
2016-02-20,0.7,0.7,0.7,0.7,0.7,0.7,1,,,7,1,11,4,9,6,20,5,7,4,8,,2,2,1
2016-02-21,1.2,1.2,1.2,1.2,1.2,1.2,,1,,,3,4,6,7,4,14,12,6,1,1,2,,2,
2016-02-22,0.3,0.3,0.3,0.3,0.3,0.3,1,1,12,2,6,4,12,10,8,20,10,20,12,5,7,2,4,3
2016-02-23,0.2,0.2,0.2,0.2,0.2,0.2,,4,9,2,2,2,11,12,13,11,11,21,12,4,4,9,1,1
2016-02-24,0.5,0.5,0.5,0.5,0.5,0.5,1,2,7,3,10,8,9,10,8,15,22,22,10,4,5,4,3,3
2016-02-25,0.3,0.3,0.3,0.3,0.3,0.3,2,3,9,2,6,5,8,9,7,14,21,15,8,10,2,5,6,2
2016-02-26,0.5,0.5,0.5,0.5,0.5,0.5,1,5,7,3,2,7,9,6,13,12,17,21,7,4,2,1,1,
2016-02-27,1.2,1.2,1.2,1.2,1.2,1.2,,2,3,4,7,12,15,13,8,17,16,15,9,3,1,2,2,3
2016-02-28,0.8,0.8,0.8,0.8,0.8,0.8,,2,,4,7,6,8,11,12,5,16,9,4,5,,4,,2
2016-02-29,0.5,0.5,0.5,0.5,0.5,0.5,1,2,8,4,4,8,8,3,11,14,15,22,10,3,2,5,3,
2016-03-01,0.2,0.2,0.2,0.2,0.2,0.2,1,3,9,2,2,4,6,10,7,11,26,23,7,3,5,3,2,1
2016-03-02,0.8,0.8,0.8,0.8,0.8,0.8,1,1,10,4,2,2,2,6,6,8,12,18,10,5,4,2,2,1
2016-03-03,0.5,0.5,0.5,0.5,0.5,0.5,1,,8,2,2,9,9,5,13,15,16,25,9,5,,3,2,3
2016-03-04,0.5,0.5,0.5,0.5,0.5,0.5,1,2,7,1,1,3,5,3,12,7,14,12,5,3,3,4,1,2
2016-03-05,0.5,0.5,0.5,0.5,0.5,0.5,1,1,1,,1,1,1,,,,,,,,,,,
