Date,00:00,01:00,02:00,03:00,04:00,05:00,06:00,07:00,08:00,09:00,10:00,11:00,12:00,13:00,14:00,15:00,16:00,17:00,18:00,19:00,20:00,21:00,22:00,23:00
2016-01-01,0.7,0.7,0.7,0.7,0.7,0.7,,,1,2,2,7,5,3,7,7,3,5,,,1,,1,2
2016-01-02,0.2,0.2,0.2,0.2,0.2,0.2,1,1,,3,2,5,6,6,6,4,3,2,2,,,1,1,1
2016-01-03,0.5,0.5,0.5,0.5,0.5,0.5,,,1,3,4,4,9,6,3,4,1,1,1,1,2,3,3,1
2016-01-04,0.5,0.5,0.5,0.5,0.5,0.5,1,5,13,2,4,7,6,4,11,19,21,31,9,7,3,,3,
2016-01-05,0.3,0.3,0.3,0.3,0.3,0.3,1,6,13,6,3,11,6,6,12,34,27,40,15,3,4,7,2,
2016-01-06,0.5,0.5,0.5,0.5,0.5,0.5,,5,13,3,5,4,4,4,9,39,20,39,14,4,4,,,1
2016-01-07,,,,,,,,4,9,4,3,3,7,7,6,38,21,25,16,3,3,,,1
2016-01-08,0.3,0.3,0.3,0.3,0.3,0.3,,5,9,8,7,3,10,7,9,36,30,21,11,7,,1,2,
2016-01-09,0.7,0.7,0.7,0.7,0.7,0.7,,1,5,,3,4,6,6,16,14,9,5,1,,,3,,1
2016-01-10,0.2,0.2,0.2,0.2,0.2,0.2,,,,1,4,6,10,8,4,5,12,7,3,2,1,1,2,1
2016-01-11,0.2,0.2,0.2,0.2,0.2,0.2,,1,10,5,4,9,4,12,11,28,32,34,10,3,3,3,2,3
2016-01-12,0.2,0.2,0.2,0.2,0.2,0.2,,3,17,4,6,5,3,9,20,30,17,26,14,2,2,3,1,3
2016-01-13,0.2,0.2,0.2,0.2,0.2,0.2,1,4,9,6,4,5,6,7,12,33,22,36,16,2,1,4,4,2
2016-01-14,0.3,0.3,0.3,0.3,0.3,0.3,,1,5,1,5,1,5,10,3,28,19,31,11,,4,4,1,
2016-01-15,1.0,1.0,1.0,1.0,1.0,1.0,,3,7,6,6,6,3,8,11,33,25,25,10,2,1,5,2,
2016-01-16,0.2,0.2,0.2,0.2,0.2,0.2,1,3,2,3,4,9,7,11,6,7,9,5,,,2,,2,1
2016-01-17,0.5,0.5,0.5,0.5,0.5,0.5,,4,1,1,2,2,11,14,4,8,9,2,3,,,,1,1
2016-01-18,0.3,0.3,0.3,0.3,0.3,0.3,,1,14,8,7,6,3,7,16,32,35,34,12,3,6,3,,2
2016-01-19,,,,,,,1,3,14,6,2,6,7,9,12,23,33,38,13,5,6,5,1,
2016-01-20,0.5,0.5,0.5,0.5,0.5,0.5,,3,12,10,8,4,6,9,9,27,34,38,10,5,5,3,3,1
2016-01-21,,,,,,,1,2,8,4,8,6,7,8,7,26,41,29,18,2,3,2,1,1
2016-01-22,0.3,0.3,0.3,0.3,0.3,0.3,,2,4,4,3,4,3,7,9,36,32,22,8,7,4,1,3,1
2016-01-23,0.5,0.5,0.5,0.5,0.5,0.5,,2,1,9,9,6,8,9,9,9,10,8,1,1,2,1,3,2
2016-01-24,,,,,,,,,1,5,4,4,6,6,13,3,2,6,1,4,3,4,1,
2016-01-25,0.7,0.7,0.7,0.7,0.7,0.7,,7,13,10,4,6,7,14,13,33,31,31,9,3,4,1,2,
2016-01-26,0.2,0.2,0.2,0.2,0.2,0.2,,5,10,5,6,9,4,6,6,23,22,29,14,3,4,6,2,2
2016-01-27,0.3,0.3,0.3,0.3,0.3,0.3,,3,10,3,5,6,6,7,9,27,39,24,15,3,3,3,2,2
2016-01-28,0.2,0.2,0.2,0.2,0.2,0.2,,2,8,4,6,7,6,11,10,35,34,32,15,7,4,2,1,1
2016-01-29,0.3,0.3,0.3,0.3,0.3,0.3,,1,7,5,5,3,5,7,12,24,21,19,12,8,1,1,,2
2016-01-30,0.7,0.7,0.7,0.7,0.7,0.7,1,2,2,3,2,4,5,4,5,2,4,7,2,1,5,,2,
2016-01-31,0.8,0.8,0.8,0.8,0.8,0.8,1,,,5,8,4,4,,5,8,4,5,1,2,3,3,3,1
2016-02-01,0.5,0.5,0.5,0.5,0.5,0.5,,2,7,4,3,3,4,6,11,27,31,28,11,4,2,2,,
2016-02-02,0.2,0.2,0.2,0.2,0.2,0.2,,4,9,3,3,2,2,4,13,17,24,33,10,7,3,7,3,1
2016-02-03,0.3,0.3,0.3,0.3,0.3,0.3,,2,9,2,7,9,8,9,13,24,35,32,15,7,1,6,1,3
2016-02-04,0.5,0.5,0.5,0.5,0.5,0.5,,8,13,3,9,6,3,4,11,24,33,31,14,6,2,2,,2
2016-02-05,0.5,0.5,0.5,0.5,0.5,0.5,,5,7,6,4,10,9,7,15,27,26,29,10,5,,3,3,
2016-02-06,1.0,1.0,1.0,1.0,1.0,1.0,,3,,1,4,5,1,4,,4,3,5,,3,,2,,1
2016-02-07,0.2,0.2,0.2,0.2,0.2,0.2,,1,2,1,4,11,7,7,13,5,7,7,1,1,2,,1,3
2016-02-08,0.5,0.5,0.5,0.5,0.5,0.5,1,9,10,6,5,4,3,7,13,20,25,33,6,6,4,2,1,2
2016-02-09,0.3,0.3,0.3,0.3,0.3,0.3,,4,6,5,10,6,4,10,14,31,35,41,19,5,3,5,4,1
2016-02-10,0.3,0.3,0.3,0.3,0.3,0.3,,5,13,8,7,6,6,7,8,34,40,42,11,6,1,8,2,
2016-02-11,0.5,0.5,0.5,0.5,0.5,0.5,,3,13,1,11,2,9,5,12,35,30,32,19,5,5,7,1,3
2016-02-12,0.3,0.3,0.3,0.3,0.3,0.3,1,3,4,6,6,7,3,7,13,28,26,34,6,3,4,1,2,3
2016-02-13,0.7,0.7,0.7,0.7,0.7,0.7,,4,3,5,1,11,8,11,6,11,7,12,4,1,2,,3,
2016-02-14,0.5,0.5,0.5,0.5,0.5,0.5,1,3,2,5,9,2,3,4,3,8,1,5,1,,,,1,1
2016-02-15,0.5,0.5,0.5,0.5,0.5,0.5,,1,3,1,4,7,5,5,5,14,16,26,11,4,3,2,4,3
2016-02-16,0.5,0.5,0.5,0.5,0.5,0.5,,4,4,5,6,2,4,7,10,13,19,37,15,4,4,,3,2
2016-02-17,0.5,0.5,0.5,0.5,0.5,0.5,,1,2,4,6,2,2,8,6,8,30,17,7,3,4,3,,2
