Date,00:00,01:00,02:00,03:00,04:00,05:00,06:00,07:00,08:00,09:00,10:00,11:00,12:00,13:00,14:00,15:00,16:00,17:00,18:00,19:00,20:00,21:00,22:00,23:00
2019-06-26,,,,,,,,,,,,,3,2,4,5,2,4,6,2,2,,1,
2019-06-27,,,,,1,1,6,4,7,2,2,5,6,6,5,4,11,8,11,4,7,2,,
2019-06-28,,,,,1,,4,7,8,1,2,2,9,5,3,3,8,4,3,6,5,6,,
2019-06-29,,,1,,1,,,2,5,11,2,13,17,15,2,9,15,11,,4,3,,,
2019-06-30,,,,,,,,2,4,8,5,5,12,17,14,10,15,9,1,,2,1,2,
2019-07-01,,,,,1,3,4,4,3,,1,2,6,1,2,3,5,5,3,4,1,2,,
2019-07-02,,,,,1,,6,4,5,3,3,7,3,5,8,4,5,4,6,3,9,1,2,
2019-07-03,,,,,1,1,2,4,4,4,3,3,3,8,6,3,6,5,4,8,8,3,3,
2019-07-04,,,,,1,,4,4,6,5,5,8,8,9,3,5,3,3,13,3,2,7,3,
2019-07-05,,,,,1,1,1,4,8,3,1,2,,16,4,16,11,4,3,7,3,,,3
2019-07-06,3,,,,,,1,,1,5,8,11,16,16,10,5,7,5,4,5,,,,
2019-07-07,,,,,,,1,2,6,6,2,14,14,22,9,17,14,12,10,3,4,2,,
2019-07-08,,,,,1,,5,3,5,3,6,2,2,8,3,5,3,5,4,4,1,2,,
2019-07-09,,,,,1,1,7,2,3,1,4,2,8,2,2,4,2,6,5,7,3,1,,
2019-07-10,,,,,1,,6,10,5,2,6,2,3,10,4,3,3,5,5,8,3,3,12,
2019-07-11,,,,,1,,5,6,2,5,3,,5,3,5,4,2,6,10,5,5,,,
2019-07-12,,,,,1,,1,6,4,4,3,6,4,6,5,10,3,2,,5,4,1,1,1
2019-07-13,,,,,,,,,,3,6,17,14,1,5,7,5,7,5,,1,1,,
2019-07-14,,,,,,,,2,2,2,10,10,7,18,11,5,12,8,8,3,1,,2,
2019-07-15,,,,,1,3,5,4,6,2,1,6,8,4,9,4,3,7,10,4,3,1,,
2019-07-16,,,,,1,3,8,5,6,2,2,5,12,3,9,3,2,8,7,5,6,3,1,
2019-07-17,,,,,,3,6,5,8,3,5,3,8,4,4,10,3,4,3,,2,1,,
2019-07-18,,1,,,,3,7,2,4,6,4,7,4,2,7,2,8,3,3,,5,5,1,
2019-07-19,,,,,2,1,9,2,3,2,1,1,2,3,16,4,2,3,,,,1,,
2019-07-20,,,,,,1,,,1,2,4,6,2,5,5,9,8,11,1,,2,2,,
2019-07-21,1,,,,,,,2,5,8,11,7,12,14,14,22,10,4,1,2,5,2,,
2019-07-22,,,,,1,1,5,4,3,2,3,14,9,7,20,6,3,2,13,1,5,1,1,
2019-07-23,,,,,1,2,6,6,7,7,2,5,14,9,13,5,3,5,12,2,3,2,,
2019-07-24,,,,,1,,5,5,3,2,9,7,2,,12,6,3,10,8,7,3,4,,2
2019-07-25,,,,,1,1,5,3,4,5,7,1,12,4,7,5,3,3,1,7,1,5,,1
2019-07-26,,,,,1,,5,2,2,2,6,4,2,5,10,3,5,5,2,2,2,1,,
2019-07-27,,,,,1,,,,1,3,6,7,7,3,2,2,3,,,,,,,
2019-07-28,,,,,,,1,,1,4,1,6,12,6,8,2,9,,,,1,,,
2019-07-29,,,,,1,,2,2,2,3,1,1,4,8,2,13,4,8,6,7,4,3,,1
2019-07-30,,,,1,1,,5,2,4,5,5,3,2,6,7,4,3,2,,1,,2,,
2019-07-31,,,,,1,,4,2,4,3,3,,2,5,1,,4,2,7,,3,,,
2019-08-01,,,,,1,2,6,4,5,3,6,6,1,3,6,4,3,7,2,5,10,,,
2019-08-02,,,,,1,1,5,2,4,4,8,10,18,16,11,6,4,13,2,2,5,,,
2019-08-03,1,,,,,1,1,,2,8,9,7,10,3,10,15,15,7,7,3,2,3,1,
2019-08-04,,,,,,,1,1,5,7,10,7,8,13,16,8,8,4,1,7,1,1,,
2019-08-05,,,,,,1,4,3,5,6,2,3,6,9,12,3,4,7,6,2,3,2,,
2019-08-06,,,,,,2,,3,5,12,7,8,16,2,8,4,1,7,3,3,2,1,1,
2019-08-07,,,,,,4,1,2,2,,2,3,4,7,5,4,9,2,4,3,4,2,,
2019-08-08,,,,,,2,2,4,4,1,6,5,6,8,11,11,4,3,8,4,4,2,1,
2019-08-09,,,,,,,2,,1,,,2,3,3,4,3,2,,3,1,,,,
2019-08-10,,,,,,,1,,1,1,1,6,4,3,3,1,2,,,,,,,
2019-08-11,,,,,,,,,2,3,,7,12,2,10,8,4,1,2,1,1,,,
2019-08-12,,,,,,1,5,4,6,2,4,1,6,8,4,10,6,10,7,4,2,1,,
2019-08-13,,,1,,,1,6,6,7,3,8,7,2,2,7,6,5,8,3,7,7,2,1,
2019-08-14,,,,,,1,3,6,2,2,4,2,6,1,1,,4,3,,2,,1,,2
2019-08-15,,,,,,1,3,2,2,3,1,1,3,9,3,6,8,12,5,1,1,,,2
2019-08-16,,,,,1,,4,3,2,,,4,1,7,,1,,,,1,1,,,
2019-08-17,,1,,,,,,1,,2,5,12,2,8,9,11,10,3,3,10,1,2,,
2019-08-18,,,,,,,,2,4,1,5,9,12,2,6,10,6,2,5,,,4,,
2019-08-19,,,,,1,,4,1,4,3,4,5,6,1,4,4,,2,3,8,2,,,
2019-08-20,,,,,1,,5,2,6,2,4,6,3,10,9,5,6,8,8,1,5,,1,1
2019-08-21,2,,,,1,,5,1,5,2,2,3,8,11,5,5,12,2,6,2,1,,,2
2019-08-22,,,,,,,2,3,2,1,1,,5,4,3,3,5,3,9,1,1,1,,
2019-08-23,,,,,,,1,3,4,,,11,7,10,9,9,11,14,4,,1,,,
2019-08-24,,1,,1,,,,6,4,3,11,20,7,14,12,6,4,9,10,1,1,4,,
