Date,00:00,01:00,02:00,03:00,04:00,05:00,06:00,07:00,08:00,09:00,10:00,11:00,12:00,13:00,14:00,15:00,16:00,17:00,18:00,19:00,20:00,21:00,22:00,23:00
2016-01-04,27,27,30,53,25,50,127,219,644,945,1411,2301,3996,3577,3036,1821,1198,1024,706,313,143,117,110,63
2016-01-05,80,94,63,57,62,71,101,240,472,1220,1233,1719,3125,3178,2312,1845,967,1012,594,340,170,142,87,56
2016-01-06,55,43,33,43,51,62,131,255,691,979,1413,2054,3742,3581,2535,1544,772,872,575,281,171,129,124,76
2016-01-07,47,27,36,90,90,51,142,253,516,949,1474,2123,2881,3283,2509,1940,1030,822,577,390,219,144,120,79
2016-01-08,89,69,75,43,42,39,118,190,658,995,1428,2310,4084,3943,3175,2915,1281,794,589,369,345,242,268,199
2016-01-09,189,149,157,173,125,71,114,105,237,877,2074,3261,4542,5412,6113,4721,1607,1575,732,406,221,210,193,239
2016-01-10,214,189,170,213,166,60,80,64,113,307,868,1832,3135,3371,3874,3694,1283,532,285,205,151,99,100,105
2016-01-11,55,37,31,26,21,40,122,178,792,958,1342,2072,3641,3731,2556,2388,1165,712,474,234,182,103,126,107
2016-01-12,53,50,30,52,60,51,84,228,766,921,1358,1937,3674,3605,2594,2395,782,726,444,275,201,182,116,62
2016-01-13,60,60,68,75,69,42,109,190,848,915,1329,1971,3378,3626,2616,2561,1096,688,413,276,268,132,119,118
2016-01-14,83,81,27,82,59,52,107,160,587,915,1227,1981,2641,3032,2325,2114,1501,747,536,402,254,223,160,144
2016-01-15,129,95,90,134,140,56,123,214,924,974,1018,2533,5457,4236,3235,3027,1588,681,466,326,367,274,304,264
2016-01-16,93,91,81,84,72,75,128,143,417,1550,3122,4327,5367,6134,6325,4200,1920,1442,772,385,190,201,208,214
2016-01-17,201,186,157,148,112,63,55,50,100,242,780,1758,2687,3032,3089,2424,834,340,197,132,106,82,65,57
2016-01-18,71,46,25,38,30,46,116,189,594,881,1160,1752,3117,3141,2518,2273,1075,523,311,246,166,118,94,73
2016-01-19,62,61,34,35,62,48,89,166,769,803,1340,1970,3524,3523,2722,2347,1149,561,414,227,199,138,132,79
