Date,00:00,01:00,02:00,03:00,04:00,05:00,06:00,07:00,08:00,09:00,10:00,11:00,12:00,13:00,14:00,15:00,16:00,17:00,18:00,19:00,20:00,21:00,22:00,23:00
2016-01-04,15,12,9,10,19,20,87,476,1078,839,1039,1378,2656,2444,1855,1778,2162,1850,1044,509,288,167,106,68
2016-01-05,25,19,12,8,11,5,13,98,279,180,228,485,1559,2221,1787,1703,1993,1729,1064,551,262,152,86,98
2016-01-06,39,22,12,13,19,15,87,459,1078,887,1046,1407,2394,2226,1736,1623,2117,1938,1122,621,366,202,185,101
2016-01-07,44,18,5,8,5,16,101,452,1076,879,927,1245,2070,2014,1524,1533,1967,1901,1141,617,357,236,167,81
2016-01-08,45,14,17,18,17,16,94,488,1005,868,1074,1432,2323,2368,1979,2000,2453,1926,1202,750,442,286,318,192
2016-01-09,157,75,40,44,27,38,42,74,179,456,868,1410,1914,2559,2907,2735,2443,1650,1024,658,169,127,232,239
2016-01-10,108,107,134,43,46,20,29,48,65,136,309,771,1346,1678,1788,1825,1428,791,424,300,203,143,142,74
2016-01-11,51,20,19,8,27,27,100,500,1088,902,1089,1357,2416,2294,1865,1825,2047,2020,1224,619,408,183,199,93
2016-01-12,49,33,10,17,15,18,98,491,1113,927,1199,1377,2551,2358,1857,1829,2093,1961,1179,571,379,238,180,77
2016-01-13,35,26,43,28,17,26,100,448,1116,911,1130,1321,2329,2286,1817,1858,2144,1946,1179,596,368,225,181,86
2016-01-14,80,33,19,16,9,39,92,456,1091,926,1013,1284,2187,2006,1557,1504,1884,1904,1241,663,349,227,194,123
2016-01-15,73,29,43,63,22,29,91,430,1014,900,1114,1463,2477,2439,1959,2096,2278,1953,1193,780,490,327,290,211
2016-01-16,136,89,50,66,32,35,61,94,192,575,1006,1641,2195,2434,2664,2739,2382,1919,1111,1191,940,347,284,216
2016-01-17,192,136,98,48,76,25,32,60,67,110,287,708,1219,1357,1365,1411,1169,618,297,224,130,127,90,49
2016-01-18,27,7,4,7,15,24,102,441,1122,916,1077,1349,2466,2262,1832,1864,2124,1962,1197,639,391,264,197,169
2016-01-19,49,32,49,25,49,25,107,542,1154,1002,1160,1538,2607,2272,1874,1895,2142,2015,1301,720,374,253,301,104
2016-01-20,84,55,61,45,22,26,117,489,1141,928,1064,1482,2454,2404,2008,1944,2298,2098,1115,676,385,265,214,148
2016-01-21,50,16,27,34,9,30,85,464,1114,909,1022,1305,2374,2254,1635,1602,1988,1897,1159,648,419,238,248,110
2016-01-22,90,39,75,93,46,20,97,459,1064,945,1096,1178,2166,2319,1916,2134,2441,2174,1359,884,542,438,413,266
